ID,CHECKING_BALANCE,CREDIT_HISTORY,EXISTING_SAVINGS,EXISTING_CREDITS_COUNT
222301,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,936.23,2.0
63429,-311.41,PRIOR_PAYMENTS_DELAYED,808.77,2.0
625497,-2001.77,PRIOR_PAYMENTS_DELAYED,294.62,1.0
934114,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,1.0
986724,NO_CHECKING,OUTSTANDING_CREDIT,566.33,2.0
463748,94.06,PRIOR_PAYMENTS_DELAYED,1264.12,3.0
97073,NO_CHECKING,OUTSTANDING_CREDIT,690.77,2.0
701997,-1943.68,CREDITS_PAID_TO_DATE,75.2,1.0
600787,-760.16,ALL_CREDITS_PAID_BACK,39.23,1.0
101766,67.49,CREDITS_PAID_TO_DATE,72.47,1.0
1286324,-314.39,PRIOR_PAYMENTS_DELAYED,142.86,1.0
1136400,8728.91,PRIOR_PAYMENTS_DELAYED,59.58,2.0
290191,118.78,CREDITS_PAID_TO_DATE,824.89,2.0
623457,-349.0,PRIOR_PAYMENTS_DELAYED,47.21,1.0
422618,125.3,ALL_CREDITS_PAID_BACK,720.87,1.0
100034,174.79,NO_CREDITS,41.91,1.0
647353,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,109.8,2.0
693676,NO_CHECKING,CREDITS_PAID_TO_DATE,238.43,1.0
979460,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
216886,-348.42,ALL_CREDITS_PAID_BACK,49.39,1.0
1147811,-123.43,OUTSTANDING_CREDIT,420.13,1.0
719280,-1209.9,PRIOR_PAYMENTS_DELAYED,908.53,2.0
230061,NO_CHECKING,CREDITS_PAID_TO_DATE,2431.42,1.0
1277287,13.67,PRIOR_PAYMENTS_DELAYED,20.81,1.0
72727,182.78,CREDITS_PAID_TO_DATE,247.9,1.0
537413,169.02,PRIOR_PAYMENTS_DELAYED,909.94,1.0
263218,31.46,PRIOR_PAYMENTS_DELAYED,118.82,1.0
800360,-1511.58,PRIOR_PAYMENTS_DELAYED,33.61,2.0
680674,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,611.53,2.0
324109,91.46,PRIOR_PAYMENTS_DELAYED,50.56,1.0
780949,-88.73,CREDITS_PAID_TO_DATE,88.84,1.0
996703,-107.72,CREDITS_PAID_TO_DATE,663.08,1.0
1228772,16.37,PRIOR_PAYMENTS_DELAYED,840.68,1.0
217881,-2016.51,NO_CREDITS,282.14,1.0
343926,-61.66,ALL_CREDITS_PAID_BACK,61.78,1.0
607889,-372.18,OUTSTANDING_CREDIT,467.01,1.0
1072301,NO_CHECKING,OUTSTANDING_CREDIT,1008.45,2.0
521212,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
673506,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,1960.49,2.0
1096301,45.64,CREDITS_PAID_TO_DATE,89.64,2.0
271112,130.95,CREDITS_PAID_TO_DATE,3027.77,1.0
1112843,NO_CHECKING,CREDITS_PAID_TO_DATE,419.42,1.0
485639,NO_CHECKING,OUTSTANDING_CREDIT,513.77,2.0
1189239,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
325044,-289.06,CREDITS_PAID_TO_DATE,97.6,1.0
657794,-117.69,ALL_CREDITS_PAID_BACK,584.55,1.0
1014923,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,1906.83,2.0
124455,165.66,CREDITS_PAID_TO_DATE,44.33,1.0
654592,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,319.31,1.0
805225,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,364.86,2.0
1079990,NO_CHECKING,OUTSTANDING_CREDIT,39119.49,2.0
600085,17.29,NO_CREDITS,60.61,1.0
640576,NO_CHECKING,OUTSTANDING_CREDIT,16197.64,3.0
851783,-1414.36,CREDITS_PAID_TO_DATE,33.51,1.0
1284792,NO_CHECKING,OUTSTANDING_CREDIT,961.5,2.0
405135,-849.76,ALL_CREDITS_PAID_BACK,7.27,1.0
1031548,40.82,CREDITS_PAID_TO_DATE,1830.37,3.0
880882,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,698.42,2.0
678491,NO_CHECKING,OUTSTANDING_CREDIT,1237.07,2.0
417901,-1227.49,CREDITS_PAID_TO_DATE,15931.2,2.0
1299179,16.96,ALL_CREDITS_PAID_BACK,54.92,1.0
823526,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
967145,5.36,CREDITS_PAID_TO_DATE,247.55,1.0
1271875,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
1047559,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,928.74,2.0
94496,-1768.21,PRIOR_PAYMENTS_DELAYED,39.64,1.0
824212,NO_CHECKING,CREDITS_PAID_TO_DATE,5942.21,2.0
713659,106.76,NO_CREDITS,46.85,1.0
225907,-1108.27,ALL_CREDITS_PAID_BACK,68.79,1.0
445157,-1394.95,ALL_CREDITS_PAID_BACK,387.05,1.0
116718,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,230.99,1.0
1092221,-59.74,PRIOR_PAYMENTS_DELAYED,1238.19,2.0
568221,-258.67,ALL_CREDITS_PAID_BACK,763.97,2.0
676771,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,
907651,74.73,ALL_CREDITS_PAID_BACK,32.2,1.0
364226,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,277.79,1.0
602761,162.43,CREDITS_PAID_TO_DATE,486.04,1.0
57019,49.18,NO_CREDITS,95.87,1.0
312265,NO_CHECKING,OUTSTANDING_CREDIT,935.09,2.0
415263,-93.11,ALL_CREDITS_PAID_BACK,34.27,1.0
776859,88.38,ALL_CREDITS_PAID_BACK,0.55,1.0
321431,-89.9,CREDITS_PAID_TO_DATE,943.48,2.0
680562,NO_CHECKING,CREDITS_PAID_TO_DATE,UNKNOWN,2.0
693418,-61.89,CREDITS_PAID_TO_DATE,783.33,1.0
834106,152.41,PRIOR_PAYMENTS_DELAYED,37.38,2.0
923843,NO_CHECKING,OUTSTANDING_CREDIT,929.82,2.0
125478,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,500.76,2.0
576379,7472.54,PRIOR_PAYMENTS_DELAYED,341.42,1.0
1162144,122.93,PRIOR_PAYMENTS_DELAYED,270.77,2.0
451567,-131.08,OUTSTANDING_CREDIT,145.5,1.0
297274,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,5439.43,2.0
789366,NO_CHECKING,,429.53,1.0
1158156,-762.3,OUTSTANDING_CREDIT,1595.75,2.0
998117,-1661.6,CREDITS_PAID_TO_DATE,83.8,1.0
275691,NO_CHECKING,ALL_CREDITS_PAID_BACK,3.02,1.0
833844,-730.3,PRIOR_PAYMENTS_DELAYED,44.88,1.0
1153130,50.01,CREDITS_PAID_TO_DATE,22.24,1.0
1289601,108.87,PRIOR_PAYMENTS_DELAYED,195.84,1.0
514190,0,OUTSTANDING_CREDIT,551.83,1.0
430603,46.6,CREDITS_PAID_TO_DATE,84.17,1.0
243100,NO_CHECKING,CREDITS_PAID_TO_DATE,686.99,2.0
869999,-463.36,CREDITS_PAID_TO_DATE,3.31,1.0
61594,NO_CHECKING,CREDITS_PAID_TO_DATE,10.28,1.0
380901,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,123.57,2.0
93349,-261.86,CREDITS_PAID_TO_DATE,63.25,2.0
348050,-171.51,ALL_CREDITS_PAID_BACK,65.59,1.0
423353,NO_CHECKING,OUTSTANDING_CREDIT,32865.43,2.0
416910,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,21300.97,2.0
90920,181.41,CREDITS_PAID_TO_DATE,944.97,3.0
1190904,-176.69,CREDITS_PAID_TO_DATE,38.77,1.0
1079139,-19.35,CREDITS_PAID_TO_DATE,86.51,1.0
351885,-9.05,CREDITS_PAID_TO_DATE,767.41,2.0
1121066,0,PRIOR_PAYMENTS_DELAYED,44.49,1.0
437250,1710.36,CREDITS_PAID_TO_DATE,111.04,1.0
336228,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,624.59,2.0
1060555,-818.99,ALL_CREDITS_PAID_BACK,85.16,1.0
1254079,4.09,PRIOR_PAYMENTS_DELAYED,808.45,1.0
1204237,-98.8,ALL_CREDITS_PAID_BACK,7.89,1.0
571909,13947.19,PRIOR_PAYMENTS_DELAYED,67.01,2.0
306696,195.93,CREDITS_PAID_TO_DATE,65.64,1.0
58875,NO_CHECKING,OUTSTANDING_CREDIT,995.32,2.0
998179,90.95,CREDITS_PAID_TO_DATE,90.11,1.0
887738,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,648.52,1.0
1138603,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,742.75,1.0
454569,-249.95,ALL_CREDITS_PAID_BACK,644.62,1.0
1135055,NO_CHECKING,OUTSTANDING_CREDIT,2024.6,2.0
1155158,NO_CHECKING,OUTSTANDING_CREDIT,1679.7,2.0
905768,-1794.29,CREDITS_PAID_TO_DATE,11388.41,1.0
592124,-995.57,CREDITS_PAID_TO_DATE,947.08,2.0
60242,,OUTSTANDING_CREDIT,UNKNOWN,2.0
64680,153.31,PRIOR_PAYMENTS_DELAYED,37.7,2.0
1150620,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,576.05,1.0
338069,NO_CHECKING,OUTSTANDING_CREDIT,1906.84,2.0
42655,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,1383.43,2.0
899365,-0.92,CREDITS_PAID_TO_DATE,33.28,1.0
896272,100.23,PRIOR_PAYMENTS_DELAYED,78.73,2.0
999712,6307.51,PRIOR_PAYMENTS_DELAYED,978.41,1.0
811265,-205.33,ALL_CREDITS_PAID_BACK,8.1,2.0
256585,-652.77,ALL_CREDITS_PAID_BACK,12.42,1.0
239803,2.69,OUTSTANDING_CREDIT,541.13,2.0
947977,-1123.99,PRIOR_PAYMENTS_DELAYED,2291.2,1.0
633512,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,637.22,1.0
467399,-672.0,ALL_CREDITS_PAID_BACK,19.78,1.0
81005,85.86,PRIOR_PAYMENTS_DELAYED,852.02,1.0
425625,127.38,CREDITS_PAID_TO_DATE,30.22,1.0
414129,,CREDITS_PAID_TO_DATE,24615.51,1.0
896688,85.71,CREDITS_PAID_TO_DATE,50.15,2.0
504141,NO_CHECKING,OUTSTANDING_CREDIT,1751.46,2.0
1178533,7.45,CREDITS_PAID_TO_DATE,18.01,2.0
409547,NO_CHECKING,OUTSTANDING_CREDIT,400.05,2.0
868623,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,469.27,1.0
380807,16.71,OUTSTANDING_CREDIT,UNKNOWN,2.0
118865,12531.31,ALL_CREDITS_PAID_BACK,878.01,1.0
59224,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,379.26,2.0
87567,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,42309.26,2.0
167205,NO_CHECKING,CREDITS_PAID_TO_DATE,791.37,2.0
797713,89.2,CREDITS_PAID_TO_DATE,63.62,1.0
1307352,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,247.97,2.0
728619,14499.22,CREDITS_PAID_TO_DATE,456.61,1.0
351534,NO_CHECKING,OUTSTANDING_CREDIT,767.62,2.0
868813,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,113.98,1.0
557252,-46.76,NO_CREDITS,483.28,1.0
586661,23.04,ALL_CREDITS_PAID_BACK,70.89,1.0
1086062,,OUTSTANDING_CREDIT,1337.13,3.0
856650,12.96,CREDITS_PAID_TO_DATE,714.64,1.0
461260,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,1633.44,2.0
1022100,NO_CHECKING,OUTSTANDING_CREDIT,787.97,2.0
1019018,-462.25,ALL_CREDITS_PAID_BACK,41.96,2.0
541754,-104.66,ALL_CREDITS_PAID_BACK,69.36,1.0
1258154,5133.04,PRIOR_PAYMENTS_DELAYED,481.2,1.0
966470,149.98,ALL_CREDITS_PAID_BACK,94.6,1.0
497205,-281.28,CREDITS_PAID_TO_DATE,37.78,1.0
1011626,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,954.59,2.0
1031452,0,CREDITS_PAID_TO_DATE,499.26,1.0
773646,143.7,OUTSTANDING_CREDIT,255.82,1.0
1216254,-5.96,PRIOR_PAYMENTS_DELAYED,337.52,2.0
1307795,-837.3,PRIOR_PAYMENTS_DELAYED,95.22,1.0
628284,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,687.62,1.0
170852,143.88,CREDITS_PAID_TO_DATE,1939.6,2.0
133820,8667.54,CREDITS_PAID_TO_DATE,1655.47,2.0
394565,NO_CHECKING,OUTSTANDING_CREDIT,516.51,1.0
403222,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,898.83,1.0
1242414,0,PRIOR_PAYMENTS_DELAYED,51.62,1.0
134224,11379.13,OUTSTANDING_CREDIT,292.42,3.0
1001905,-349.77,PRIOR_PAYMENTS_DELAYED,26.18,1.0
970515,38.93,PRIOR_PAYMENTS_DELAYED,77.01,2.0
1316635,NO_CHECKING,OUTSTANDING_CREDIT,2167.82,3.0
714885,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,544.73,2.0
1062004,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,589.21,2.0
1261279,-689.08,CREDITS_PAID_TO_DATE,38.15,1.0
552292,-1393.86,ALL_CREDITS_PAID_BACK,22.56,1.0
901714,109.46,CREDITS_PAID_TO_DATE,525.76,2.0
621915,NO_CHECKING,CREDITS_PAID_TO_DATE,403.51,1.0
136567,-1226.15,ALL_CREDITS_PAID_BACK,62.3,1.0
482964,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
686135,-780.59,ALL_CREDITS_PAID_BACK,2.79,1.0
509801,14590.81,ALL_CREDITS_PAID_BACK,78.74,1.0
1252473,-235.03,CREDITS_PAID_TO_DATE,856.08,2.0
1143081,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
1168037,NO_CHECKING,CREDITS_PAID_TO_DATE,81.6,1.0
97917,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,478.98,1.0
1074251,NO_CHECKING,OUTSTANDING_CREDIT,2006.39,2.0
925810,-139.04,ALL_CREDITS_PAID_BACK,55.28,1.0
878091,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,819.46,2.0
654249,1327.62,CREDITS_PAID_TO_DATE,684.86,1.0
1240479,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,3.0
167113,0,OUTSTANDING_CREDIT,767.08,1.0
850330,-35.66,CREDITS_PAID_TO_DATE,38.94,1.0
428400,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,10090.6,2.0
1221371,NO_CHECKING,OUTSTANDING_CREDIT,1473.61,2.0
496465,196.28,OUTSTANDING_CREDIT,625.22,2.0
326205,-2003.41,ALL_CREDITS_PAID_BACK,420.23,1.0
1035724,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,1909.08,1.0
1132866,93.57,OUTSTANDING_CREDIT,200.68,1.0
294726,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,584.74,2.0
519960,25.45,OUTSTANDING_CREDIT,280.27,1.0
713095,-2215.05,CREDITS_PAID_TO_DATE,97.56,1.0
353323,NO_CHECKING,OUTSTANDING_CREDIT,573.65,2.0
624101,16168.34,PRIOR_PAYMENTS_DELAYED,223.53,1.0
1083058,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,377.67,2.0
321914,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,3.0
952753,-478.38,NO_CREDITS,418.24,1.0
804023,150.21,CREDITS_PAID_TO_DATE,414.69,2.0
1310919,NO_CHECKING,OUTSTANDING_CREDIT,2906.97,2.0
522098,NO_CHECKING,CREDITS_PAID_TO_DATE,713.93,2.0
968510,197.17,CREDITS_PAID_TO_DATE,828.42,2.0
623837,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
885617,51.04,CREDITS_PAID_TO_DATE,91.77,1.0
476321,-118.51,PRIOR_PAYMENTS_DELAYED,32.72,1.0
246045,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,389.71,2.0
236752,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,351.04,2.0
856504,-26.09,CREDITS_PAID_TO_DATE,52.24,1.0
669751,-484.86,PRIOR_PAYMENTS_DELAYED,819.11,1.0
1203087,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,161.08,2.0
1124492,-1306.14,CREDITS_PAID_TO_DATE,16.46,1.0
1251723,-82.37,ALL_CREDITS_PAID_BACK,872.69,1.0
581148,NO_CHECKING,OUTSTANDING_CREDIT,1364.82,2.0
374121,94.23,CREDITS_PAID_TO_DATE,56.09,1.0
310568,-285.25,CREDITS_PAID_TO_DATE,94.29,1.0
426263,99.97,PRIOR_PAYMENTS_DELAYED,813.97,2.0
1231469,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,536.1,2.0
640983,-285.84,CREDITS_PAID_TO_DATE,79.18,1.0
910649,113.85,OUTSTANDING_CREDIT,870.29,2.0
138583,75.53,PRIOR_PAYMENTS_DELAYED,171.54,2.0
349190,9.15,PRIOR_PAYMENTS_DELAYED,3278.48,1.0
1199896,-85.4,CREDITS_PAID_TO_DATE,465.48,1.0
1050655,162.21,ALL_CREDITS_PAID_BACK,80.1,1.0
101691,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,558.56,2.0
882609,-125.22,CREDITS_PAID_TO_DATE,23.24,1.0
529174,117.06,CREDITS_PAID_TO_DATE,54.51,1.0
1307277,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,16019.28,3.0
832603,17208.56,PRIOR_PAYMENTS_DELAYED,1238.47,3.0
594191,-164.16,CREDITS_PAID_TO_DATE,77.87,1.0
581290,0,CREDITS_PAID_TO_DATE,765.84,2.0
618470,-117.54,NO_CREDITS,299.83,1.0
1148992,NO_CHECKING,CREDITS_PAID_TO_DATE,868.12,2.0
838672,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,212.48,2.0
1087099,NO_CHECKING,OUTSTANDING_CREDIT,2160.52,2.0
1000099,-49.25,PRIOR_PAYMENTS_DELAYED,769.53,1.0
676545,42.03,ALL_CREDITS_PAID_BACK,83.47,1.0
1289015,NO_CHECKING,OUTSTANDING_CREDIT,566.25,2.0
649883,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,350.54,1.0
469136,12876.43,ALL_CREDITS_PAID_BACK,65.32,2.0
11112,NO_CHECKING,OUTSTANDING_CREDIT,13848.65,1.0
99372,108.83,CREDITS_PAID_TO_DATE,73.57,2.0
834740,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
509151,81.73,,36101.37,2.0
551217,67.02,PRIOR_PAYMENTS_DELAYED,33.18,1.0
408057,NO_CHECKING,OUTSTANDING_CREDIT,16609.1,2.0
505186,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
1068990,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,3.0
39508,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,,2.0
639633,NO_CHECKING,OUTSTANDING_CREDIT,1947.68,1.0
395865,-311.04,PRIOR_PAYMENTS_DELAYED,54.3,2.0
880483,143.96,CREDITS_PAID_TO_DATE,673.47,2.0
636122,155.69,PRIOR_PAYMENTS_DELAYED,810.21,1.0
1213193,-787.24,CREDITS_PAID_TO_DATE,79.03,1.0
509453,NO_CHECKING,CREDITS_PAID_TO_DATE,39.64,1.0
1303095,193.95,CREDITS_PAID_TO_DATE,30.79,1.0
454045,19.31,CREDITS_PAID_TO_DATE,71.26,2.0
1280615,-159.71,NO_CREDITS,40.29,1.0
1298665,NO_CHECKING,OUTSTANDING_CREDIT,596.36,1.0
356380,-152.1,PRIOR_PAYMENTS_DELAYED,222.77,1.0
1255292,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,869.68,2.0
809271,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,291.92,1.0
556514,NO_CHECKING,CREDITS_PAID_TO_DATE,15721.44,3.0
440539,NO_CHECKING,OUTSTANDING_CREDIT,838.82,2.0
673709,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,212.79,3.0
1015787,-110.2,PRIOR_PAYMENTS_DELAYED,2224.41,1.0
514790,114.08,PRIOR_PAYMENTS_DELAYED,337.05,2.0
78590,NO_CHECKING,CREDITS_PAID_TO_DATE,580.48,1.0
890956,-72.99,PRIOR_PAYMENTS_DELAYED,48.17,1.0
1142295,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,150.05,2.0
589099,18.24,CREDITS_PAID_TO_DATE,74.35,1.0
862287,197.15,ALL_CREDITS_PAID_BACK,454.66,1.0
966625,-552.35,PRIOR_PAYMENTS_DELAYED,77.03,2.0
859190,NO_CHECKING,OUTSTANDING_CREDIT,283.64,1.0
818417,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,607.04,2.0
308396,-275.49,PRIOR_PAYMENTS_DELAYED,31.91,1.0
992908,-301.51,ALL_CREDITS_PAID_BACK,82.65,1.0
348067,-1358.95,ALL_CREDITS_PAID_BACK,67.19,1.0
6747,-365.85,PRIOR_PAYMENTS_DELAYED,1.28,1.0
49986,50.92,CREDITS_PAID_TO_DATE,78.67,1.0
938605,-397.24,CREDITS_PAID_TO_DATE,666.03,1.0
400864,-842.82,ALL_CREDITS_PAID_BACK,44.86,1.0
683762,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,3.0
1081451,-2116.29,ALL_CREDITS_PAID_BACK,15.89,2.0
107453,15.08,CREDITS_PAID_TO_DATE,72.44,1.0
783362,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,1.0
484713,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,461.46,1.0
215664,155.12,CREDITS_PAID_TO_DATE,39.02,1.0
140914,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,902.7,1.0
1101480,-224.19,ALL_CREDITS_PAID_BACK,23.4,2.0
79148,14088.47,CREDITS_PAID_TO_DATE,33.36,1.0
333754,149.02,CREDITS_PAID_TO_DATE,1960.91,2.0
990550,-317.71,CREDITS_PAID_TO_DATE,871.32,1.0
256329,NO_CHECKING,CREDITS_PAID_TO_DATE,34715.2,1.0
867692,-46.53,PRIOR_PAYMENTS_DELAYED,429.93,1.0
16179,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,969.67,2.0
1131905,12854.2,CREDITS_PAID_TO_DATE,366.67,1.0
936117,-495.72,ALL_CREDITS_PAID_BACK,366.99,1.0
1294405,-50.22,PRIOR_PAYMENTS_DELAYED,19.14,1.0
708534,-144.71,CREDITS_PAID_TO_DATE,92.44,1.0
857850,-620.07,PRIOR_PAYMENTS_DELAYED,736.05,1.0
1300651,-137.06,CREDITS_PAID_TO_DATE,418.92,1.0
607134,-547.75,PRIOR_PAYMENTS_DELAYED,447.52,1.0
681323,-93.04,ALL_CREDITS_PAID_BACK,72.64,2.0
355623,-135.62,NO_CREDITS,12.65,1.0
579341,-389.03,ALL_CREDITS_PAID_BACK,10.37,1.0
768489,124.05,CREDITS_PAID_TO_DATE,52.14,1.0
1025946,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,893.18,2.0
226595,83.83,CREDITS_PAID_TO_DATE,118.23,1.0
917056,-93.45,PRIOR_PAYMENTS_DELAYED,58.03,1.0
314656,-1183.41,PRIOR_PAYMENTS_DELAYED,28.31,1.0
9244,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
1029304,4818.71,OUTSTANDING_CREDIT,594.86,2.0
855369,96.58,ALL_CREDITS_PAID_BACK,79.28,1.0
241914,47.17,ALL_CREDITS_PAID_BACK,85.49,1.0
1197101,NO_CHECKING,OUTSTANDING_CREDIT,17532.91,3.0
118083,-14.57,ALL_CREDITS_PAID_BACK,26.34,1.0
1209170,-298.32,CREDITS_PAID_TO_DATE,100.89,1.0
4187,2996.71,ALL_CREDITS_PAID_BACK,23.72,1.0
785981,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,126.11,3.0
61030,-409.81,PRIOR_PAYMENTS_DELAYED,82.07,1.0
393606,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,3.0
443364,4585.91,CREDITS_PAID_TO_DATE,276.35,1.0
884707,-971.14,ALL_CREDITS_PAID_BACK,904.85,1.0
1165277,NO_CHECKING,OUTSTANDING_CREDIT,881.64,2.0
529234,178.06,OUTSTANDING_CREDIT,592.38,1.0
46368,-425.59,CREDITS_PAID_TO_DATE,37.04,1.0
789392,173.21,CREDITS_PAID_TO_DATE,1507.79,2.0
1023453,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,696.47,1.0
634641,140.02,NO_CREDITS,29.48,1.0
1167241,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,396.76,1.0
754738,NO_CHECKING,CREDITS_PAID_TO_DATE,524.4,2.0
382416,14054.48,OUTSTANDING_CREDIT,7217.23,2.0
299784,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
230946,NO_CHECKING,OUTSTANDING_CREDIT,19858.85,1.0
1061395,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,698.15,1.0
617103,-253.1,NO_CREDITS,41.34,1.0
69309,-257.84,CREDITS_PAID_TO_DATE,54.72,1.0
256809,-534.75,ALL_CREDITS_PAID_BACK,4.73,1.0
1180803,NO_CHECKING,CREDITS_PAID_TO_DATE,421.29,2.0
100868,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,512.89,2.0
719592,-400.88,ALL_CREDITS_PAID_BACK,13.99,1.0
710871,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,818.91,2.0
769345,NO_CHECKING,OUTSTANDING_CREDIT,2399.76,2.0
322162,6325.9,CREDITS_PAID_TO_DATE,187.96,2.0
393390,NO_CHECKING,OUTSTANDING_CREDIT,733.88,2.0
250499,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,938.81,1.0
915169,8539.51,OUTSTANDING_CREDIT,811.65,2.0
136357,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,836.35,1.0
169516,69.16,CREDITS_PAID_TO_DATE,21.77,2.0
1228496,NO_CHECKING,OUTSTANDING_CREDIT,562.76,2.0
1108388,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,301.14,1.0
659646,26.21,ALL_CREDITS_PAID_BACK,88.42,1.0
935405,112.09,NO_CREDITS,95.32,1.0
910711,-264.89,ALL_CREDITS_PAID_BACK,60.7,1.0
255134,-408.81,CREDITS_PAID_TO_DATE,34.05,1.0
1295906,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,783.6,2.0
68525,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,196.29,2.0
1138008,204.75,OUTSTANDING_CREDIT,783.79,1.0
463004,590.68,CREDITS_PAID_TO_DATE,15.83,
288394,NO_CHECKING,OUTSTANDING_CREDIT,5417.71,2.0
1202415,NO_CHECKING,CREDITS_PAID_TO_DATE,152.51,1.0
1214118,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,975.77,2.0
115863,-599.54,ALL_CREDITS_PAID_BACK,352.53,1.0
62683,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,1231.49,2.0
309433,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,972.86,2.0
746004,158.35,CREDITS_PAID_TO_DATE,35.74,1.0
279594,771.42,CREDITS_PAID_TO_DATE,38.21,1.0
1226676,NO_CHECKING,OUTSTANDING_CREDIT,695.97,2.0
567409,184.82,OUTSTANDING_CREDIT,947.45,1.0
595172,-357.42,CREDITS_PAID_TO_DATE,591.41,2.0
