ID,SEX,AGE,JOB_TYPE,DEPENDENTS,TELEPHONE,FOREIGN_WORKER,EMPLOYMENT_DURATION,PROPERTY,HOUSING,CURRENT_RESIDENCE_DURATION
536879,F,32.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,,2.0
6399,F,19.0,3.0,1.0,0.0,1.0,6.0,REAL_ESTATE,RENT,2.0
879039,M,46.0,3.0,1.0,1.0,1.0,5.0,UNKNOWN,FREE,4.0
1168441,M,42.0,1.0,1.0,1.0,1.0,3.0,CAR_OTHER,RENT,3.0
1152228,M,19.0,3.0,1.0,0.0,1.0,2.0,SAVINGS_INSURANCE,OWN,3.0
1259260,M,52.0,3.0,1.0,0.0,1.0,7.0,CAR_OTHER,,2.0
991571,M,26.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0
487859,F,42.0,1.0,1.0,0.0,1.0,5.0,CAR_OTHER,OWN,3.0
404191,M,56.0,1.0,2.0,1.0,1.0,8.0,UNKNOWN,FREE,5.0
46587,M,49.0,3.0,2.0,1.0,1.0,8.0,SAVINGS_INSURANCE,OWN,3.0
770995,M,46.0,3.0,2.0,1.0,1.0,8.0,CAR_OTHER,OWN,3.0
642501,M,25.0,3.0,1.0,0.0,1.0,3.0,CAR_OTHER,OWN,1.0
455077,M,31.0,0.0,1.0,0.0,1.0,3.0,REAL_ESTATE,RENT,3.0
95944,M,27.0,3.0,1.0,1.0,1.0,2.0,UNKNOWN,OWN,4.0
316933,M,41.0,3.0,2.0,1.0,1.0,5.0,CAR_OTHER,OWN,4.0
1267472,M,40.0,3.0,1.0,0.0,1.0,5.0,SAVINGS_INSURANCE,OWN,4.0
473208,M,48.0,2.0,2.0,1.0,1.0,13.0,UNKNOWN,FREE,5.0
230917,F,44.0,1.0,1.0,0.0,1.0,2.0,CAR_OTHER,OWN,2.0
254034,M,40.0,2.0,1.0,1.0,1.0,6.0,REAL_ESTATE,OWN,2.0
51222,M,45.0,3.0,1.0,1.0,1.0,3.0,SAVINGS_INSURANCE,OWN,2.0
31953,M,33.0,3.0,1.0,1.0,1.0,3.0,SAVINGS_INSURANCE,OWN,4.0
956274,F,60.0,3.0,1.0,1.0,0.0,7.0,CAR_OTHER,OWN,2.0
1119000,M,44.0,1.0,2.0,1.0,0.0,10.0,UNKNOWN,OWN,5.0
520724,M,25.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,2.0
802826,M,43.0,2.0,1.0,1.0,1.0,4.0,CAR_OTHER,OWN,4.0
87391,F,31.0,3.0,1.0,1.0,1.0,1.0,CAR_OTHER,OWN,2.0
1249912,F,34.0,3.0,1.0,0.0,1.0,1.0,CAR_OTHER,RENT,2.0
134791,M,40.0,0.0,1.0,1.0,1.0,6.0,CAR_OTHER,OWN,3.0
305603,M,47.0,0.0,1.0,1.0,1.0,,SAVINGS_INSURANCE,OWN,2.0
1099791,F,31.0,1.0,1.0,1.0,1.0,2.0,SAVINGS_INSURANCE,RENT,2.0
393925,F,31.0,3.0,1.0,0.0,1.0,4.0,REAL_ESTATE,RENT,2.0
347148,F,22.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,3.0
702064,M,26.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,2.0
905106,F,24.0,0.0,1.0,0.0,1.0,1.0,REAL_ESTATE,RENT,2.0
1118357,F,53.0,3.0,1.0,1.0,1.0,2.0,CAR_OTHER,FREE,4.0
1094135,M,31.0,3.0,1.0,1.0,1.0,6.0,CAR_OTHER,OWN,3.0
1139797,M,32.0,1.0,1.0,1.0,1.0,0.0,CAR_OTHER,OWN,2.0
237302,M,19.0,3.0,1.0,0.0,1.0,4.0,REAL_ESTATE,OWN,3.0
699340,M,45.0,1.0,1.0,0.0,1.0,3.0,SAVINGS_INSURANCE,OWN,2.0
304080,M,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0
1108305,M,25.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0
608431,M,31.0,1.0,2.0,1.0,1.0,6.0,SAVINGS_INSURANCE,OWN,5.0
756447,F,35.0,3.0,1.0,0.0,1.0,1.0,SAVINGS_INSURANCE,OWN,3.0
596544,M,28.0,3.0,1.0,0.0,1.0,0.0,CAR_OTHER,OWN,2.0
1235517,F,30.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,1.0
415710,F,51.0,3.0,1.0,1.0,1.0,6.0,CAR_OTHER,OWN,4.0
219962,M,34.0,3.0,1.0,1.0,1.0,5.0,CAR_OTHER,OWN,2.0
831096,M,36.0,3.0,1.0,1.0,1.0,3.0,CAR_OTHER,OWN,2.0
814399,M,32.0,1.0,1.0,0.0,1.0,1.0,CAR_OTHER,RENT,4.0
419784,F,45.0,0.0,1.0,1.0,1.0,8.0,UNKNOWN,FREE,3.0
994001,M,31.0,3.0,1.0,0.0,1.0,6.0,REAL_ESTATE,OWN,3.0
653167,M,45.0,3.0,1.0,1.0,1.0,2.0,CAR_OTHER,FREE,5.0
207250,F,42.0,3.0,1.0,0.0,1.0,4.0,SAVINGS_INSURANCE,OWN,4.0
426131,M,65.0,1.0,1.0,1.0,0.0,12.0,CAR_OTHER,OWN,5.0
110135,M,31.0,2.0,1.0,0.0,1.0,0.0,CAR_OTHER,OWN,5.0
232779,F,32.0,1.0,1.0,0.0,1.0,1.0,CAR_OTHER,RENT,2.0
900764,M,36.0,3.0,1.0,0.0,1.0,,REAL_ESTATE,RENT,3.0
187839,M,41.0,3.0,1.0,1.0,1.0,9.0,CAR_OTHER,,3.0
462431,M,35.0,2.0,1.0,0.0,1.0,1.0,SAVINGS_INSURANCE,OWN,2.0
613211,M,35.0,3.0,1.0,1.0,1.0,2.0,UNKNOWN,OWN,4.0
833956,F,41.0,3.0,1.0,1.0,1.0,7.0,CAR_OTHER,OWN,3.0
792456,,25.0,3.0,1.0,0.0,1.0,3.0,REAL_ESTATE,OWN,2.0
830170,M,20.0,3.0,1.0,0.0,1.0,5.0,CAR_OTHER,RENT,2.0
513032,M,44.0,1.0,1.0,1.0,1.0,10.0,CAR_OTHER,OWN,4.0
69340,M,20.0,0.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0
673737,M,31.0,2.0,1.0,0.0,1.0,7.0,SAVINGS_INSURANCE,OWN,3.0
213440,F,38.0,3.0,1.0,0.0,1.0,4.0,CAR_OTHER,RENT,2.0
974943,F,42.0,3.0,1.0,0.0,1.0,7.0,CAR_OTHER,FREE,3.0
464997,M,28.0,3.0,2.0,1.0,1.0,2.0,REAL_ESTATE,OWN,3.0
1142535,F,33.0,3.0,,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,3.0
708167,M,36.0,1.0,1.0,1.0,1.0,10.0,SAVINGS_INSURANCE,FREE,2.0
305324,F,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,1.0
498961,M,34.0,3.0,1.0,0.0,1.0,6.0,CAR_OTHER,OWN,2.0
76879,M,23.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,OWN,2.0
322268,M,42.0,3.0,1.0,0.0,1.0,12.0,SAVINGS_INSURANCE,OWN,3.0
91539,F,28.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,2.0
540253,M,44.0,3.0,2.0,1.0,1.0,1.0,SAVINGS_INSURANCE,FREE,3.0
263646,M,65.0,3.0,1.0,1.0,1.0,12.0,UNKNOWN,FREE,4.0
390051,M,47.0,0.0,1.0,1.0,1.0,3.0,CAR_OTHER,RENT,3.0
981285,M,51.0,3.0,1.0,1.0,1.0,6.0,CAR_OTHER,OWN,4.0
95482,M,38.0,3.0,1.0,0.0,1.0,2.0,SAVINGS_INSURANCE,OWN,1.0
807224,M,30.0,3.0,2.0,1.0,1.0,4.0,UNKNOWN,OWN,3.0
355357,M,45.0,3.0,1.0,1.0,,5.0,SAVINGS_INSURANCE,FREE,3.0
174349,M,45.0,3.0,2.0,1.0,1.0,8.0,UNKNOWN,OWN,3.0
363733,M,40.0,3.0,1.0,0.0,1.0,5.0,SAVINGS_INSURANCE,OWN,2.0
576896,F,41.0,3.0,1.0,0.0,1.0,4.0,REAL_ESTATE,OWN,1.0
853593,M,51.0,3.0,1.0,0.0,1.0,2.0,CAR_OTHER,OWN,4.0
1224128,F,25.0,3.0,1.0,0.0,1.0,1.0,REAL_ESTATE,OWN,1.0
660306,M,29.0,3.0,1.0,1.0,1.0,0.0,REAL_ESTATE,OWN,2.0
704233,M,33.0,2.0,2.0,1.0,1.0,9.0,CAR_OTHER,OWN,5.0
67534,F,21.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0
416643,F,28.0,2.0,2.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,3.0
460747,M,44.0,3.0,2.0,1.0,1.0,5.0,UNKNOWN,OWN,3.0
62218,M,41.0,3.0,1.0,0.0,1.0,3.0,SAVINGS_INSURANCE,OWN,2.0
154528,F,45.0,3.0,1.0,1.0,1.0,7.0,CAR_OTHER,,3.0
498862,F,48.0,3.0,1.0,0.0,1.0,4.0,REAL_ESTATE,OWN,3.0
327880,M,22.0,3.0,1.0,0.0,1.0,3.0,SAVINGS_INSURANCE,OWN,2.0
78910,F,44.0,3.0,1.0,1.0,1.0,5.0,UNKNOWN,OWN,4.0
734936,M,29.0,2.0,1.0,1.0,1.0,2.0,CAR_OTHER,OWN,5.0
849140,F,30.0,0.0,2.0,0.0,1.0,3.0,CAR_OTHER,RENT,2.0
1130105,M,29.0,2.0,2.0,0.0,1.0,0.0,SAVINGS_INSURANCE,OWN,4.0
10894,M,19.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,3.0
1119807,F,22.0,1.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0
1281096,M,32.0,2.0,1.0,0.0,1.0,6.0,CAR_OTHER,FREE,5.0
293339,M,50.0,3.0,2.0,1.0,1.0,11.0,UNKNOWN,FREE,4.0
1026067,M,45.0,1.0,2.0,1.0,1.0,6.0,UNKNOWN,FREE,5.0
1220513,F,33.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,1.0
470591,M,24.0,3.0,1.0,0.0,1.0,,SAVINGS_INSURANCE,OWN,1.0
1097829,M,30.0,3.0,1.0,1.0,1.0,0.0,CAR_OTHER,OWN,2.0
1170532,M,30.0,3.0,1.0,0.0,1.0,3.0,REAL_ESTATE,RENT,2.0
90840,M,36.0,2.0,1.0,1.0,1.0,0.0,SAVINGS_INSURANCE,OWN,3.0
480137,M,41.0,3.0,1.0,0.0,1.0,6.0,CAR_OTHER,OWN,1.0
976741,M,19.0,2.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0
938798,M,41.0,3.0,1.0,0.0,1.0,5.0,CAR_OTHER,OWN,3.0
454478,M,40.0,3.0,1.0,0.0,1.0,7.0,SAVINGS_INSURANCE,RENT,3.0
1188519,M,19.0,2.0,2.0,0.0,1.0,0.0,REAL_ESTATE,OWN,3.0
304564,F,46.0,3.0,1.0,0.0,1.0,11.0,SAVINGS_INSURANCE,OWN,2.0
652795,M,37.0,3.0,1.0,0.0,1.0,0.0,CAR_OTHER,OWN,3.0
1214095,F,38.0,3.0,1.0,0.0,1.0,4.0,REAL_ESTATE,OWN,1.0
941061,F,32.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,OWN,3.0
1094160,M,26.0,3.0,1.0,0.0,1.0,6.0,UNKNOWN,OWN,4.0
72957,F,49.0,3.0,1.0,1.0,1.0,6.0,SAVINGS_INSURANCE,FREE,4.0
833660,F,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,1.0
239292,M,43.0,3.0,1.0,1.0,1.0,13.0,SAVINGS_INSURANCE,FREE,4.0
969280,M,28.0,3.0,1.0,0.0,1.0,12.0,SAVINGS_INSURANCE,OWN,4.0
41805,F,34.0,0.0,1.0,0.0,1.0,0.0,CAR_OTHER,OWN,1.0
956739,M,38.0,3.0,1.0,0.0,1.0,6.0,CAR_OTHER,OWN,2.0
1200495,M,46.0,3.0,1.0,0.0,0.0,10.0,UNKNOWN,OWN,3.0
1272685,M,28.0,3.0,1.0,1.0,1.0,7.0,CAR_OTHER,OWN,3.0
43374,M,40.0,1.0,1.0,1.0,1.0,5.0,UNKNOWN,OWN,4.0
1316497,F,36.0,1.0,2.0,1.0,1.0,1.0,CAR_OTHER,OWN,4.0
779691,F,26.0,3.0,1.0,0.0,1.0,4.0,SAVINGS_INSURANCE,OWN,2.0
930499,M,19.0,3.0,1.0,1.0,1.0,4.0,SAVINGS_INSURANCE,RENT,3.0
1027892,F,35.0,3.0,2.0,1.0,1.0,1.0,SAVINGS_INSURANCE,OWN,2.0
944517,M,50.0,3.0,1.0,1.0,1.0,4.0,SAVINGS_INSURANCE,OWN,3.0
927015,M,27.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,1.0
1044220,M,40.0,3.0,2.0,0.0,1.0,8.0,SAVINGS_INSURANCE,OWN,3.0
825627,F,52.0,3.0,1.0,1.0,1.0,6.0,UNKNOWN,OWN,3.0
639090,F,44.0,3.0,1.0,0.0,1.0,8.0,REAL_ESTATE,OWN,4.0
262648,F,44.0,3.0,1.0,0.0,1.0,8.0,CAR_OTHER,RENT,3.0
707863,M,24.0,3.0,1.0,0.0,1.0,5.0,SAVINGS_INSURANCE,OWN,1.0
919142,M,47.0,3.0,1.0,1.0,1.0,3.0,SAVINGS_INSURANCE,OWN,2.0
765261,F,38.0,3.0,1.0,0.0,,5.0,CAR_OTHER,OWN,2.0
486688,F,49.0,3.0,1.0,0.0,1.0,7.0,SAVINGS_INSURANCE,OWN,4.0
933127,M,30.0,1.0,2.0,0.0,1.0,1.0,SAVINGS_INSURANCE,RENT,4.0
1074473,F,40.0,3.0,1.0,1.0,1.0,0.0,CAR_OTHER,OWN,2.0
354374,M,57.0,3.0,2.0,1.0,1.0,10.0,UNKNOWN,FREE,5.0
456347,F,46.0,3.0,1.0,0.0,1.0,0.0,CAR_OTHER,FREE,2.0
1204914,F,46.0,0.0,1.0,0.0,1.0,8.0,CAR_OTHER,OWN,4.0
676316,M,40.0,1.0,1.0,1.0,1.0,8.0,SAVINGS_INSURANCE,OWN,3.0
1154877,M,25.0,2.0,,0.0,1.0,2.0,SAVINGS_INSURANCE,OWN,3.0
1258692,F,28.0,3.0,1.0,0.0,1.0,0.0,CAR_OTHER,RENT,3.0
79768,M,19.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,2.0
926053,F,46.0,3.0,1.0,1.0,1.0,7.0,CAR_OTHER,OWN,3.0
553577,M,45.0,2.0,1.0,1.0,1.0,6.0,CAR_OTHER,OWN,4.0
866808,F,36.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,OWN,2.0
954534,M,45.0,3.0,1.0,1.0,1.0,9.0,CAR_OTHER,FREE,5.0
1002733,F,44.0,3.0,1.0,1.0,1.0,5.0,SAVINGS_INSURANCE,OWN,4.0
864242,M,34.0,3.0,1.0,1.0,1.0,5.0,CAR_OTHER,OWN,4.0
343595,M,30.0,3.0,1.0,0.0,1.0,2.0,SAVINGS_INSURANCE,OWN,2.0
1306707,M,45.0,2.0,1.0,1.0,1.0,5.0,CAR_OTHER,OWN,4.0
855877,M,41.0,0.0,1.0,0.0,0.0,9.0,SAVINGS_INSURANCE,OWN,3.0
1144408,F,57.0,1.0,1.0,1.0,1.0,0.0,CAR_OTHER,OWN,2.0
603813,M,20.0,2.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0
202992,M,35.0,1.0,2.0,0.0,1.0,5.0,SAVINGS_INSURANCE,OWN,2.0
454653,F,49.0,3.0,1.0,1.0,1.0,7.0,SAVINGS_INSURANCE,OWN,4.0
1260153,M,42.0,3.0,1.0,0.0,1.0,2.0,CAR_OTHER,OWN,2.0
1312624,F,,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,1.0
113318,F,22.0,0.0,1.0,1.0,1.0,1.0,CAR_OTHER,OWN,1.0
828055,M,42.0,3.0,2.0,1.0,1.0,0.0,UNKNOWN,OWN,4.0
864176,F,38.0,1.0,1.0,0.0,1.0,7.0,UNKNOWN,OWN,1.0
326872,M,48.0,3.0,1.0,1.0,1.0,14.0,UNKNOWN,FREE,3.0
49137,M,53.0,3.0,2.0,1.0,1.0,10.0,SAVINGS_INSURANCE,FREE,3.0
431149,M,20.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,OWN,2.0
176776,M,51.0,3.0,1.0,1.0,1.0,10.0,CAR_OTHER,FREE,5.0
656693,M,24.0,2.0,1.0,,1.0,7.0,REAL_ESTATE,OWN,
237742,M,36.0,3.0,1.0,0.0,1.0,6.0,UNKNOWN,OWN,4.0
249611,F,33.0,1.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,1.0
1134327,M,40.0,3.0,1.0,0.0,1.0,4.0,CAR_OTHER,OWN,3.0
646060,M,25.0,1.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0
1302874,M,43.0,3.0,1.0,0.0,1.0,10.0,CAR_OTHER,FREE,4.0
346130,M,53.0,2.0,2.0,1.0,1.0,3.0,CAR_OTHER,OWN,3.0
974781,M,23.0,3.0,2.0,1.0,1.0,0.0,SAVINGS_INSURANCE,OWN,1.0
1123455,M,19.0,3.0,1.0,0.0,1.0,3.0,CAR_OTHER,OWN,1.0
120420,M,44.0,1.0,1.0,0.0,1.0,5.0,SAVINGS_INSURANCE,RENT,5.0
342316,M,37.0,3.0,1.0,1.0,1.0,2.0,CAR_OTHER,OWN,3.0
678808,F,28.0,3.0,1.0,0.0,1.0,2.0,REAL_ESTATE,OWN,3.0
538212,M,42.0,3.0,1.0,1.0,1.0,4.0,CAR_OTHER,OWN,4.0
995110,M,49.0,2.0,1.0,1.0,1.0,5.0,UNKNOWN,OWN,5.0
1030912,,50.0,1.0,1.0,1.0,1.0,5.0,CAR_OTHER,OWN,5.0
443092,F,31.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,3.0
685421,M,41.0,3.0,1.0,0.0,1.0,7.0,CAR_OTHER,RENT,2.0
273798,M,51.0,2.0,1.0,1.0,1.0,5.0,CAR_OTHER,FREE,4.0
56102,M,53.0,3.0,2.0,1.0,1.0,9.0,UNKNOWN,FREE,4.0
1137575,M,28.0,2.0,2.0,1.0,1.0,3.0,REAL_ESTATE,OWN,3.0
800581,M,39.0,3.0,1.0,1.0,1.0,2.0,CAR_OTHER,FREE,4.0
147612,F,25.0,3.0,1.0,1.0,1.0,9.0,SAVINGS_INSURANCE,FREE,2.0
410096,M,22.0,3.0,1.0,0.0,1.0,5.0,SAVINGS_INSURANCE,RENT,3.0
647528,F,19.0,3.0,1.0,1.0,1.0,0.0,SAVINGS_INSURANCE,OWN,3.0
839762,M,52.0,3.0,1.0,1.0,1.0,5.0,SAVINGS_INSURANCE,OWN,4.0
662766,M,25.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,OWN,2.0
1267003,M,29.0,3.0,1.0,0.0,1.0,1.0,REAL_ESTATE,OWN,1.0
1187258,F,20.0,0.0,1.0,0.0,1.0,5.0,REAL_ESTATE,RENT,3.0
301563,M,19.0,2.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,3.0
684391,M,43.0,1.0,1.0,1.0,1.0,5.0,SAVINGS_INSURANCE,OWN,5.0
752019,M,37.0,0.0,1.0,1.0,1.0,4.0,CAR_OTHER,OWN,3.0
343405,M,31.0,2.0,2.0,1.0,1.0,1.0,SAVINGS_INSURANCE,OWN,4.0
179963,F,27.0,3.0,1.0,0.0,1.0,2.0,REAL_ESTATE,OWN,1.0
1080403,M,32.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,2.0
323936,F,28.0,3.0,1.0,0.0,1.0,3.0,SAVINGS_INSURANCE,RENT,2.0
641211,F,41.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,3.0
1254300,F,28.0,3.0,1.0,0.0,1.0,3.0,REAL_ESTATE,RENT,3.0
677936,M,40.0,3.0,2.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,3.0
920640,M,33.0,2.0,1.0,1.0,1.0,2.0,REAL_ESTATE,RENT,4.0
835144,M,31.0,3.0,1.0,0.0,1.0,5.0,SAVINGS_INSURANCE,OWN,4.0
983406,F,20.0,3.0,1.0,0.0,1.0,2.0,REAL_ESTATE,OWN,2.0
628685,F,25.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,
954890,M,40.0,3.0,1.0,0.0,,7.0,SAVINGS_INSURANCE,OWN,3.0
891563,F,38.0,3.0,1.0,0.0,1.0,6.0,CAR_OTHER,OWN,4.0
472827,M,55.0,3.0,2.0,0.0,1.0,9.0,UNKNOWN,OWN,4.0
697918,M,37.0,3.0,1.0,1.0,1.0,10.0,UNKNOWN,FREE,5.0
502611,M,55.0,3.0,2.0,1.0,1.0,9.0,UNKNOWN,OWN,5.0
925765,M,19.0,3.0,1.0,,1.0,6.0,REAL_ESTATE,OWN,2.0
1092153,F,25.0,1.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,3.0
314202,F,22.0,3.0,1.0,0.0,1.0,1.0,SAVINGS_INSURANCE,OWN,2.0
379872,M,28.0,3.0,1.0,0.0,1.0,2.0,CAR_OTHER,RENT,2.0
166011,M,37.0,3.0,1.0,1.0,1.0,1.0,SAVINGS_INSURANCE,RENT,2.0
218940,M,46.0,3.0,1.0,1.0,1.0,5.0,CAR_OTHER,FREE,3.0
49568,F,33.0,1.0,1.0,0.0,1.0,3.0,CAR_OTHER,RENT,2.0
604835,M,42.0,3.0,1.0,1.0,1.0,9.0,CAR_OTHER,FREE,5.0
805781,M,33.0,3.0,2.0,0.0,1.0,5.0,SAVINGS_INSURANCE,OWN,3.0
649538,M,19.0,1.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,3.0
962776,F,19.0,0.0,1.0,0.0,1.0,1.0,REAL_ESTATE,RENT,1.0
795952,F,35.0,3.0,1.0,0.0,1.0,3.0,SAVINGS_INSURANCE,RENT,2.0
392919,F,26.0,3.0,1.0,0.0,1.0,3.0,REAL_ESTATE,OWN,1.0
1015881,F,35.0,3.0,1.0,0.0,1.0,1.0,REAL_ESTATE,OWN,2.0
189079,M,21.0,3.0,1.0,0.0,1.0,7.0,CAR_OTHER,OWN,2.0
532245,M,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0
360516,M,41.0,3.0,1.0,0.0,1.0,6.0,CAR_OTHER,OWN,4.0
472968,M,19.0,1.0,1.0,0.0,1.0,4.0,SAVINGS_INSURANCE,RENT,1.0
198753,F,38.0,3.0,1.0,0.0,1.0,4.0,SAVINGS_INSURANCE,OWN,2.0
663319,M,34.0,3.0,1.0,0.0,1.0,5.0,CAR_OTHER,OWN,4.0
48643,M,52.0,1.0,2.0,1.0,1.0,8.0,UNKNOWN,OWN,4.0
176547,M,26.0,1.0,1.0,0.0,1.0,1.0,CAR_OTHER,OWN,3.0
118959,M,43.0,1.0,1.0,0.0,1.0,6.0,CAR_OTHER,RENT,4.0
519549,M,46.0,1.0,1.0,1.0,1.0,7.0,CAR_OTHER,FREE,2.0
110951,M,30.0,3.0,1.0,0.0,0.0,5.0,SAVINGS_INSURANCE,OWN,1.0
335193,M,31.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,3.0
1054082,F,24.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,2.0
363551,F,55.0,3.0,1.0,0.0,1.0,4.0,CAR_OTHER,OWN,4.0
681834,M,27.0,,2.0,0.0,1.0,2.0,SAVINGS_INSURANCE,RENT,3.0
118102,F,50.0,3.0,2.0,1.0,1.0,9.0,UNKNOWN,FREE,3.0
481500,M,49.0,3.0,1.0,1.0,1.0,10.0,SAVINGS_INSURANCE,OWN,3.0
560460,M,31.0,3.0,1.0,1.0,1.0,6.0,SAVINGS_INSURANCE,OWN,1.0
624588,M,70.0,3.0,1.0,1.0,1.0,9.0,CAR_OTHER,FREE,4.0
814828,F,27.0,3.0,1.0,0.0,1.0,1.0,SAVINGS_INSURANCE,OWN,1.0
162781,M,39.0,3.0,1.0,0.0,1.0,5.0,SAVINGS_INSURANCE,OWN,3.0
159255,F,46.0,3.0,1.0,1.0,1.0,6.0,SAVINGS_INSURANCE,OWN,3.0
1120225,F,20.0,1.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,1.0
440411,M,30.0,3.0,1.0,0.0,1.0,0.0,,OWN,1.0
81871,M,41.0,3.0,1.0,0.0,1.0,9.0,SAVINGS_INSURANCE,RENT,2.0
647022,F,46.0,3.0,1.0,0.0,1.0,11.0,UNKNOWN,FREE,3.0
172073,M,24.0,3.0,1.0,0.0,,7.0,REAL_ESTATE,OWN,2.0
129812,M,45.0,2.0,2.0,1.0,1.0,5.0,SAVINGS_INSURANCE,FREE,4.0
1246168,F,25.0,3.0,1.0,0.0,1.0,3.0,REAL_ESTATE,OWN,1.0
673923,F,28.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,1.0
433828,M,36.0,2.0,1.0,0.0,1.0,5.0,CAR_OTHER,RENT,3.0
153947,F,19.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,1.0
315682,F,32.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,OWN,3.0
779273,F,46.0,3.0,1.0,1.0,1.0,6.0,CAR_OTHER,OWN,4.0
255081,M,34.0,0.0,1.0,1.0,1.0,8.0,SAVINGS_INSURANCE,OWN,2.0
254568,M,50.0,1.0,2.0,1.0,1.0,10.0,UNKNOWN,OWN,5.0
656119,M,42.0,3.0,1.0,0.0,1.0,5.0,CAR_OTHER,OWN,3.0
107930,M,39.0,3.0,2.0,1.0,1.0,12.0,SAVINGS_INSURANCE,OWN,3.0
1054779,M,42.0,3.0,1.0,1.0,1.0,11.0,CAR_OTHER,OWN,4.0
797728,F,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,2.0
1190477,M,21.0,3.0,1.0,0.0,1.0,7.0,REAL_ESTATE,OWN,1.0
886413,F,35.0,3.0,1.0,1.0,1.0,7.0,SAVINGS_INSURANCE,OWN,1.0
1011251,M,35.0,2.0,1.0,1.0,1.0,0.0,CAR_OTHER,FREE,5.0
471464,F,21.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,2.0
595983,M,36.0,3.0,1.0,1.0,1.0,4.0,SAVINGS_INSURANCE,OWN,3.0
485109,M,23.0,1.0,1.0,0.0,1.0,10.0,SAVINGS_INSURANCE,RENT,3.0
751242,M,27.0,3.0,1.0,1.0,1.0,5.0,CAR_OTHER,RENT,2.0
90259,M,29.0,3.0,1.0,0.0,1.0,1.0,REAL_ESTATE,RENT,2.0
383129,F,41.0,3.0,1.0,1.0,1.0,8.0,UNKNOWN,FREE,
44564,M,35.0,3.0,1.0,0.0,1.0,6.0,SAVINGS_INSURANCE,RENT,2.0
1088058,M,25.0,3.0,1.0,0.0,1.0,7.0,SAVINGS_INSURANCE,RENT,2.0
1183673,M,25.0,1.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,OWN,1.0
668557,M,27.0,0.0,1.0,1.0,1.0,8.0,SAVINGS_INSURANCE,OWN,2.0
1215587,M,25.0,2.0,1.0,0.0,1.0,1.0,REAL_ESTATE,OWN,3.0
