ID,CHECKING_BALANCE,PAYMENT_TERM,CREDIT_HISTORY,LOAN_PURPOSE,LOAN_AMOUNT,EXISTING_SAVINGS,EMPLOYMENT_DURATION,INSTALLMENT_PERCENT,SEX,OTHERS_ON_LOAN,CURRENT_RESIDENCE_DURATION,PROPERTY,AGE,INSTALLMENT_PLANS,HOUSING,EXISTING_CREDITS_COUNT,JOB_TYPE,DEPENDENTS,TELEPHONE,FOREIGN_WORKER,ALLOW
232432,NO_CHECKING,810,PRIOR_PAYMENTS_DELAYED,APPLIANCES,5926,UNKNOWN,5,3,M,NONE,3,UNKNOWN,44,BANK,OWN,2,1,2,1,1,TO_FILL
1099071,NO_CHECKING,930,PRIOR_PAYMENTS_DELAYED,CAR_USED,5629,419.78,12,5,M,NONE,5,CAR_OTHER,47,NONE,FREE,2,3,1,1,1,TO_FILL
482123,NO_CHECKING,1488,OUTSTANDING_CREDIT,RADIO_TV,7184,UNKNOWN,9,5,M,CO-APPLICANT,4,CAR_OTHER,43,NONE,FREE,3,3,2,1,0,TO_FILL
884807,180.72,775,CREDITS_PAID_TO_DATE,EDUCATION,4016,753.93,4,3,M,NONE,2,CAR_OTHER,33,NONE,OWN,1,3,2,1,1,TO_FILL
1317346,NO_CHECKING,992,PRIOR_PAYMENTS_DELAYED,RADIO_TV,3581,902.12,6,4,F,NONE,2,CAR_OTHER,43,NONE,OWN,2,3,1,0,1,TO_FILL
993422,NO_CHECKING,360,CREDITS_PAID_TO_DATE,VACATION,1731,748.32,7,4,M,NONE,3,SAVINGS_INSURANCE,40,NONE,RENT,1,2,1,0,1,TO_FILL
661490,NO_CHECKING,589,OUTSTANDING_CREDIT,APPLIANCES,5674,440.13,1,4,F,NONE,3,UNKNOWN,36,NONE,OWN,1,2,1,0,1,TO_FILL
521123,-89.26,124,ALL_CREDITS_PAID_BACK,CAR_USED,2644,27.89,1,1,F,NONE,2,SAVINGS_INSURANCE,23,NONE,OWN,1,3,1,0,1,TO_FILL
973557,NO_CHECKING,899,PRIOR_PAYMENTS_DELAYED,RADIO_TV,6160,227.85,3,4,F,NONE,2,SAVINGS_INSURANCE,36,NONE,OWN,1,2,1,1,1,TO_FILL
424772,84.44,750,PRIOR_PAYMENTS_DELAYED,RADIO_TV,4901,32.05,11,4,F,NONE,2,SAVINGS_INSURANCE,42,NONE,OWN,1,3,1,0,1,TO_FILL
595235,12027.76,1271,OUTSTANDING_CREDIT,RADIO_TV,7911,903.35,7,5,M,CO-APPLICANT,3,UNKNOWN,47,NONE,FREE,2,3,1,1,1,TO_FILL
235112,-46.86,420,PRIOR_PAYMENTS_DELAYED,FURNITURE,1072,95.5,2,1,M,NONE,3,SAVINGS_INSURANCE,32,STORES,OWN,1,3,1,0,1,TO_FILL
582021,NO_CHECKING,1080,PRIOR_PAYMENTS_DELAYED,FURNITURE,8232,UNKNOWN,7,5,F,NONE,5,SAVINGS_INSURANCE,49,NONE,OWN,2,3,2,1,1,TO_FILL
1095349,NO_CHECKING,1364,PRIOR_PAYMENTS_DELAYED,REPAIRS,8070,561.5,6,5,M,CO-APPLICANT,4,CAR_OTHER,28,NONE,FREE,2,3,1,0,1,TO_FILL
1097182,103.13,899,CREDITS_PAID_TO_DATE,RADIO_TV,4102,399.59,7,3,M,NONE,2,SAVINGS_INSURANCE,38,NONE,OWN,2,3,1,0,0,TO_FILL
179297,21.99,496,PRIOR_PAYMENTS_DELAYED,REPAIRS,2204,71.92,7,2,M,NONE,2,UNKNOWN,52,NONE,OWN,2,3,2,1,1,TO_FILL
340328,-19.7,750,PRIOR_PAYMENTS_DELAYED,RADIO_TV,3358,373.02,7,2,F,NONE,2,SAVINGS_INSURANCE,23,BANK,OWN,1,1,2,1,1,TO_FILL
261741,-165.91,124,ALL_CREDITS_PAID_BACK,CAR_NEW,250,68.29,0,1,M,NONE,2,REAL_ESTATE,19,NONE,RENT,1,3,1,0,1,TO_FILL
135248,NO_CHECKING,465,CREDITS_PAID_TO_DATE,CAR_NEW,1299,189.73,0,3,F,NONE,3,REAL_ESTATE,36,NONE,FREE,2,3,1,1,1,TO_FILL
595263,-919.07,496,CREDITS_PAID_TO_DATE,CAR_USED,250,323.98,0,2,F,NONE,3,SAVINGS_INSURANCE,25,NONE,RENT,1,3,1,0,1,TO_FILL
242233,-225.82,420,PRIOR_PAYMENTS_DELAYED,RADIO_TV,1802,47.98,0,1,F,NONE,1,SAVINGS_INSURANCE,37,STORES,OWN,1,3,1,1,1,TO_FILL
120554,NO_CHECKING,1080,CREDITS_PAID_TO_DATE,BUSINESS,3631,266.37,4,4,F,NONE,3,SAVINGS_INSURANCE,48,NONE,OWN,2,3,1,0,1,TO_FILL
805516,130.5,1085,CREDITS_PAID_TO_DATE,CAR_USED,5521,391.79,3,2,M,NONE,3,CAR_OTHER,38,NONE,OWN,2,3,1,0,1,TO_FILL
610446,177.4,450,ALL_CREDITS_PAID_BACK,FURNITURE,463,20.56,3,3,F,NONE,2,REAL_ESTATE,19,NONE,OWN,1,3,1,0,1,TO_FILL
566173,-543.12,300,PRIOR_PAYMENTS_DELAYED,CAR_USED,250,824.33,4,2,F,NONE,2,REAL_ESTATE,31,STORES,RENT,1,3,1,0,1,TO_FILL
85513,-193.51,120,NO_CREDITS,CAR_NEW,250,71.25,0,1,F,NONE,1,REAL_ESTATE,20,NONE,RENT,2,3,1,0,1,TO_FILL
46541,-136.16,1023,CREDITS_PAID_TO_DATE,BUSINESS,2398,25.66,0,3,M,NONE,3,SAVINGS_INSURANCE,22,NONE,OWN,1,3,1,0,1,TO_FILL
1116902,99.14,900,PRIOR_PAYMENTS_DELAYED,APPLIANCES,2699,UNKNOWN,0,3,M,NONE,2,REAL_ESTATE,35,NONE,OWN,1,3,1,0,1,TO_FILL
312308,52.06,570,CREDITS_PAID_TO_DATE,RETRAINING,3233,86.31,7,2,F,NONE,1,CAR_OTHER,34,STORES,FREE,1,3,1,1,1,TO_FILL
154391,NO_CHECKING,1395,PRIOR_PAYMENTS_DELAYED,APPLIANCES,7285,UNKNOWN,7,5,M,CO-APPLICANT,4,UNKNOWN,41,NONE,OWN,2,3,1,1,0,TO_FILL
677083,-254.72,210,PRIOR_PAYMENTS_DELAYED,APPLIANCES,250,5.67,0,2,F,NONE,1,REAL_ESTATE,19,NONE,RENT,1,3,1,0,1,TO_FILL
51006,NO_CHECKING,1230,OUTSTANDING_CREDIT,RETRAINING,6674,995.11,6,5,M,NONE,5,SAVINGS_INSURANCE,44,STORES,FREE,2,1,1,1,1,TO_FILL
359826,NO_CHECKING,810,ALL_CREDITS_PAID_BACK,RADIO_TV,5595,96.7,5,4,M,NONE,3,SAVINGS_INSURANCE,35,STORES,OWN,2,1,1,1,1,TO_FILL
283089,NO_CHECKING,690,OUTSTANDING_CREDIT,CAR_USED,3000,1967.72,6,3,F,GUARANTOR,5,UNKNOWN,61,NONE,OWN,1,3,1,1,0,TO_FILL
600612,-16.38,270,ALL_CREDITS_PAID_BACK,CAR_USED,255,54.89,1,2,F,NONE,3,CAR_OTHER,25,NONE,OWN,1,3,1,1,1,TO_FILL
175713,NO_CHECKING,1050,OUTSTANDING_CREDIT,RADIO_TV,5487,21716.59,6,4,M,NONE,4,CAR_OTHER,51,NONE,OWN,2,3,2,1,1,TO_FILL
610235,183.14,527,PRIOR_PAYMENTS_DELAYED,CAR_NEW,2435,23376.77,4,2,F,NONE,2,REAL_ESTATE,28,STORES,OWN,2,3,1,0,1,TO_FILL
110606,-463.41,810,CREDITS_PAID_TO_DATE,CAR_NEW,1815,53.56,5,2,M,NONE,3,SAVINGS_INSURANCE,36,BANK,RENT,1,0,1,0,1,TO_FILL
109036,91.3,558,CREDITS_PAID_TO_DATE,CAR_NEW,3689,652.61,0,1,M,NONE,1,REAL_ESTATE,36,NONE,OWN,1,3,2,1,1,TO_FILL
826923,90.27,120,CREDITS_PAID_TO_DATE,CAR_USED,437,934.67,0,2,F,NONE,3,SAVINGS_INSURANCE,27,NONE,RENT,1,3,1,0,1,TO_FILL
555049,43.83,434,CREDITS_PAID_TO_DATE,CAR_NEW,1330,90.99,6,2,M,NONE,3,CAR_OTHER,30,NONE,RENT,1,3,1,0,1,TO_FILL
485880,NO_CHECKING,1140,PRIOR_PAYMENTS_DELAYED,OTHER,9717,154.81,9,4,M,CO-APPLICANT,4,UNKNOWN,49,NONE,FREE,3,3,1,1,1,TO_FILL
743789,NO_CHECKING,720,PRIOR_PAYMENTS_DELAYED,APPLIANCES,9361,445.38,7,4,M,CO-APPLICANT,3,UNKNOWN,44,NONE,OWN,2,3,1,1,1,TO_FILL
346402,-121.41,124,NO_CREDITS,CAR_NEW,1833,53.7,0,1,F,NONE,1,REAL_ESTATE,23,NONE,RENT,1,3,1,0,1,TO_FILL
815913,NO_CHECKING,840,OUTSTANDING_CREDIT,REPAIRS,7375,925.96,6,5,M,NONE,3,UNKNOWN,53,NONE,FREE,2,2,1,1,1,TO_FILL
529661,188.44,510,CREDITS_PAID_TO_DATE,CAR_USED,250,938.68,4,2,M,NONE,2,SAVINGS_INSURANCE,25,NONE,OWN,1,3,1,0,1,TO_FILL
1253787,NO_CHECKING,570,CREDITS_PAID_TO_DATE,FURNITURE,2094,13392.93,1,2,M,NONE,3,SAVINGS_INSURANCE,37,NONE,OWN,1,3,1,0,1,TO_FILL
1051479,155.87,690,OUTSTANDING_CREDIT,CAR_USED,2581,257.48,0,3,M,NONE,2,SAVINGS_INSURANCE,41,NONE,OWN,1,3,2,1,1,TO_FILL
27469,50.72,690,CREDITS_PAID_TO_DATE,RETRAINING,3387,59.29,0,3,F,NONE,3,SAVINGS_INSURANCE,28,NONE,OWN,1,3,1,0,1,TO_FILL
473694,111.28,465,CREDITS_PAID_TO_DATE,CAR_USED,2853,25.15,2,3,F,NONE,1,SAVINGS_INSURANCE,37,NONE,OWN,2,3,1,0,1,TO_FILL
961728,1061.47,775,CREDITS_PAID_TO_DATE,RADIO_TV,6739,67.65,1,3,M,NONE,3,SAVINGS_INSURANCE,37,NONE,OWN,1,2,1,0,1,TO_FILL
1171464,-1267.56,310,ALL_CREDITS_PAID_BACK,CAR_NEW,250,71.62,0,1,M,NONE,2,REAL_ESTATE,19,STORES,RENT,1,3,1,0,1,TO_FILL
117599,NO_CHECKING,1116,PRIOR_PAYMENTS_DELAYED,APPLIANCES,5855,519.64,12,4,M,NONE,5,SAVINGS_INSURANCE,42,NONE,OWN,2,3,1,0,1,TO_FILL
526934,NO_CHECKING,930,PRIOR_PAYMENTS_DELAYED,APPLIANCES,7074,376.12,5,3,M,GUARANTOR,3,UNKNOWN,49,NONE,FREE,1,3,1,1,1,TO_FILL
191737,NO_CHECKING,900,OUTSTANDING_CREDIT,FURNITURE,3601,UNKNOWN,10,4,M,NONE,3,SAVINGS_INSURANCE,35,BANK,OWN,2,1,1,0,1,TO_FILL
1168465,-490.03,330,PRIOR_PAYMENTS_DELAYED,CAR_NEW,3900,87.41,4,2,M,NONE,3,SAVINGS_INSURANCE,19,NONE,RENT,1,3,1,0,1,TO_FILL
962106,NO_CHECKING,868,OUTSTANDING_CREDIT,FURNITURE,5027,986.99,6,4,M,NONE,4,UNKNOWN,51,NONE,FREE,2,3,2,1,1,TO_FILL
1033881,19.19,496,PRIOR_PAYMENTS_DELAYED,RADIO_TV,3292,6.14,2,3,M,NONE,4,SAVINGS_INSURANCE,36,STORES,OWN,2,1,1,1,1,TO_FILL
909230,155.22,124,ALL_CREDITS_PAID_BACK,CAR_USED,250,11.97,4,2,M,NONE,3,REAL_ESTATE,31,NONE,OWN,1,3,1,0,1,TO_FILL
1137676,163.57,465,CREDITS_PAID_TO_DATE,CAR_USED,2752,96.72,0,2,F,NONE,3,CAR_OTHER,31,NONE,OWN,1,3,1,0,1,TO_FILL
254755,NO_CHECKING,775,CREDITS_PAID_TO_DATE,BUSINESS,7487,8467.32,6,4,F,NONE,2,SAVINGS_INSURANCE,54,NONE,OWN,3,3,2,1,1,TO_FILL
524267,NO_CHECKING,990,OUTSTANDING_CREDIT,REPAIRS,5717,UNKNOWN,11,5,M,CO-APPLICANT,5,UNKNOWN,54,NONE,FREE,2,3,2,1,1,TO_FILL
948819,NO_CHECKING,899,PRIOR_PAYMENTS_DELAYED,APPLIANCES,8567,UNKNOWN,4,3,M,NONE,4,UNKNOWN,42,NONE,OWN,2,3,1,1,1,TO_FILL
127857,-319.31,120,ALL_CREDITS_PAID_BACK,CAR_NEW,250,84.74,0,1,F,NONE,2,SAVINGS_INSURANCE,19,BANK,RENT,1,0,1,0,1,TO_FILL
995751,62.92,403,NO_CREDITS,CAR_NEW,3216,59.86,0,2,M,NONE,2,SAVINGS_INSURANCE,20,BANK,RENT,1,1,1,0,1,TO_FILL
588690,0,124,ALL_CREDITS_PAID_BACK,CAR_NEW,250,81.86,3,2,M,NONE,1,REAL_ESTATE,25,NONE,OWN,1,3,1,0,1,TO_FILL
974217,-224.01,450,PRIOR_PAYMENTS_DELAYED,FURNITURE,1163,44.02,5,3,M,NONE,3,SAVINGS_INSURANCE,33,NONE,OWN,2,3,1,0,1,TO_FILL
959807,85.22,496,PRIOR_PAYMENTS_DELAYED,APPLIANCES,5490,23.63,11,3,M,NONE,2,UNKNOWN,42,NONE,OWN,1,3,1,1,1,TO_FILL
120717,4143.51,600,CREDITS_PAID_TO_DATE,REPAIRS,5238,35632.35,5,4,M,NONE,3,CAR_OTHER,50,NONE,OWN,2,3,1,1,1,TO_FILL
704006,7966.36,1050,PRIOR_PAYMENTS_DELAYED,APPLIANCES,4256,UNKNOWN,4,4,M,NONE,4,SAVINGS_INSURANCE,20,NONE,OWN,2,3,2,0,1,TO_FILL
650246,-128.11,620,CREDITS_PAID_TO_DATE,CAR_NEW,1051,487.78,6,3,F,NONE,3,CAR_OTHER,39,STORES,OWN,2,3,2,1,1,TO_FILL
1197067,38.65,434,NO_CREDITS,CAR_NEW,2918,75.25,0,2,F,NONE,1,SAVINGS_INSURANCE,35,NONE,OWN,2,3,1,0,1,TO_FILL
135035,29.96,744,CREDITS_PAID_TO_DATE,APPLIANCES,4165,32.46,5,4,M,NONE,2,SAVINGS_INSURANCE,33,NONE,OWN,1,3,1,0,1,TO_FILL
1271158,NO_CHECKING,1020,PRIOR_PAYMENTS_DELAYED,REPAIRS,2403,UNKNOWN,9,4,F,NONE,3,SAVINGS_INSURANCE,46,NONE,OWN,2,3,1,0,1,TO_FILL
954804,-407.03,124,ALL_CREDITS_PAID_BACK,CAR_NEW,250,67.35,4,1,M,CO-APPLICANT,1,SAVINGS_INSURANCE,36,STORES,OWN,1,1,1,0,1,TO_FILL
560025,10.73,600,CREDITS_PAID_TO_DATE,RETRAINING,2786,53.44,5,4,F,NONE,2,CAR_OTHER,37,STORES,OWN,2,1,1,1,1,TO_FILL
263580,NO_CHECKING,1240,OUTSTANDING_CREDIT,REPAIRS,7183,18846.54,12,4,M,CO-APPLICANT,3,CAR_OTHER,52,NONE,FREE,2,3,1,1,1,TO_FILL
1008887,-410.67,899,PRIOR_PAYMENTS_DELAYED,RADIO_TV,1811,99.83,1,3,M,NONE,3,CAR_OTHER,34,NONE,OWN,1,3,1,0,1,TO_FILL
27482,NO_CHECKING,434,CREDITS_PAID_TO_DATE,FURNITURE,1269,826.47,11,2,M,NONE,2,SAVINGS_INSURANCE,39,NONE,OWN,1,3,1,0,1,TO_FILL
363578,NO_CHECKING,630,OUTSTANDING_CREDIT,FURNITURE,3736,669.65,10,4,F,NONE,3,UNKNOWN,52,NONE,FREE,2,3,1,1,1,TO_FILL
683227,67.4,806,CREDITS_PAID_TO_DATE,CAR_USED,3052,84.54,5,3,F,NONE,3,SAVINGS_INSURANCE,45,NONE,FREE,2,3,1,0,1,TO_FILL
110039,44.35,434,PRIOR_PAYMENTS_DELAYED,APPLIANCES,4902,1205.39,9,4,M,CO-APPLICANT,4,SAVINGS_INSURANCE,46,NONE,OWN,1,3,1,1,1,TO_FILL
970716,-886.37,682,CREDITS_PAID_TO_DATE,RADIO_TV,250,867.53,0,1,M,NONE,2,REAL_ESTATE,19,STORES,RENT,1,3,1,0,1,TO_FILL
686069,-1593.18,450,CREDITS_PAID_TO_DATE,CAR_NEW,422,813.2,3,2,M,CO-APPLICANT,1,CAR_OTHER,49,NONE,OWN,1,3,2,1,1,TO_FILL
607570,NO_CHECKING,744,PRIOR_PAYMENTS_DELAYED,FURNITURE,4506,185.24,8,4,F,NONE,3,CAR_OTHER,48,NONE,FREE,2,3,2,1,1,TO_FILL
1142893,NO_CHECKING,837,OUTSTANDING_CREDIT,APPLIANCES,4110,UNKNOWN,4,2,M,NONE,3,UNKNOWN,43,BANK,OWN,2,0,2,1,1,TO_FILL
90586,-359.06,660,PRIOR_PAYMENTS_DELAYED,FURNITURE,1779,3164.71,13,3,M,NONE,3,CAR_OTHER,31,STORES,OWN,2,3,2,1,1,TO_FILL
323915,NO_CHECKING,961,CREDITS_PAID_TO_DATE,CAR_USED,5636,104.92,11,3,F,NONE,3,CAR_OTHER,50,NONE,OWN,2,3,1,0,1,TO_FILL
663871,-1692.26,248,PRIOR_PAYMENTS_DELAYED,FURNITURE,2160,100.22,0,2,F,NONE,1,REAL_ESTATE,32,NONE,OWN,1,3,1,1,1,TO_FILL
786742,115.6,1147,OUTSTANDING_CREDIT,RADIO_TV,4532,2497.95,7,4,M,NONE,3,SAVINGS_INSURANCE,45,NONE,OWN,2,3,1,1,1,TO_FILL
481032,-103.78,840,OUTSTANDING_CREDIT,RADIO_TV,2656,9542.77,3,3,M,NONE,3,CAR_OTHER,42,NONE,OWN,2,3,1,1,1,TO_FILL
129054,NO_CHECKING,780,CREDITS_PAID_TO_DATE,RADIO_TV,10639,41.25,7,5,F,NONE,5,UNKNOWN,42,NONE,FREE,2,2,1,1,1,TO_FILL
712542,7245.47,713,CREDITS_PAID_TO_DATE,CAR_NEW,294,894.9,0,3,M,NONE,4,SAVINGS_INSURANCE,33,BANK,RENT,1,1,1,0,1,TO_FILL
912891,176.93,360,CREDITS_PAID_TO_DATE,CAR_NEW,2416,93.87,0,2,F,NONE,2,REAL_ESTATE,29,NONE,RENT,1,3,1,0,1,TO_FILL
734089,NO_CHECKING,1320,OUTSTANDING_CREDIT,RADIO_TV,7689,UNKNOWN,10,5,M,CO-APPLICANT,3,UNKNOWN,61,BANK,OWN,3,0,2,1,1,TO_FILL
645852,NO_CHECKING,810,PRIOR_PAYMENTS_DELAYED,CAR_USED,6184,370.78,5,4,F,NONE,3,CAR_OTHER,45,NONE,OWN,1,3,1,0,1,TO_FILL
1303742,NO_CHECKING,870,PRIOR_PAYMENTS_DELAYED,APPLIANCES,6408,209.08,7,4,F,NONE,4,SAVINGS_INSURANCE,44,NONE,OWN,2,3,1,0,1,TO_FILL
135029,-921.83,270,CREDITS_PAID_TO_DATE,FURNITURE,1630,6.51,0,2,F,NONE,1,SAVINGS_INSURANCE,25,STORES,OWN,1,3,1,1,1,TO_FILL
493336,NO_CHECKING,1240,OUTSTANDING_CREDIT,OTHER,5424,1844.18,10,5,F,NONE,4,UNKNOWN,41,NONE,OWN,2,3,1,0,1,TO_FILL
973925,NO_CHECKING,840,OUTSTANDING_CREDIT,RADIO_TV,6609,671.48,7,4,M,NONE,5,UNKNOWN,51,NONE,FREE,2,2,1,1,1,TO_FILL
76122,NO_CHECKING,780,OUTSTANDING_CREDIT,FURNITURE,3573,6828.39,8,5,F,NONE,5,CAR_OTHER,39,NONE,OWN,2,3,1,0,1,TO_FILL
428735,-23.24,496,CREDITS_PAID_TO_DATE,CAR_USED,993,73.61,6,1,F,NONE,1,REAL_ESTATE,25,STORES,OWN,1,3,1,0,1,TO_FILL
200298,-435.48,155,PRIOR_PAYMENTS_DELAYED,FURNITURE,1993,56.45,0,2,F,NONE,3,SAVINGS_INSURANCE,33,NONE,OWN,1,3,1,0,1,TO_FILL
1116748,NO_CHECKING,992,OUTSTANDING_CREDIT,OTHER,6412,504.37,10,4,M,NONE,3,CAR_OTHER,52,NONE,FREE,2,3,1,0,1,TO_FILL
404988,NO_CHECKING,930,PRIOR_PAYMENTS_DELAYED,APPLIANCES,3149,907.12,4,2,F,NONE,4,SAVINGS_INSURANCE,24,NONE,OWN,1,3,1,0,1,TO_FILL
1009396,-72.37,120,ALL_CREDITS_PAID_BACK,EDUCATION,442,75.63,0,2,F,NONE,2,SAVINGS_INSURANCE,19,NONE,RENT,1,3,1,0,1,TO_FILL
391828,-46.65,248,NO_CREDITS,CAR_USED,250,66.68,1,2,F,NONE,1,REAL_ESTATE,33,NONE,RENT,1,3,1,0,1,TO_FILL
327236,98.39,240,PRIOR_PAYMENTS_DELAYED,APPLIANCES,250,1601.35,0,1,M,CO-APPLICANT,3,SAVINGS_INSURANCE,45,STORES,RENT,1,3,1,0,1,TO_FILL
556496,NO_CHECKING,1020,OUTSTANDING_CREDIT,APPLIANCES,2838,903.79,9,4,F,NONE,4,SAVINGS_INSURANCE,35,NONE,FREE,1,3,1,1,1,TO_FILL
1183014,165.52,124,ALL_CREDITS_PAID_BACK,CAR_USED,250,139.34,0,1,M,NONE,1,REAL_ESTATE,19,STORES,RENT,1,3,1,0,1,TO_FILL
281365,80.24,120,ALL_CREDITS_PAID_BACK,CAR_NEW,250,95.78,3,1,F,NONE,1,REAL_ESTATE,29,BANK,OWN,1,0,1,0,1,TO_FILL
358190,-98.26,120,NO_CREDITS,CAR_NEW,250,86.6,0,1,M,NONE,1,REAL_ESTATE,37,STORES,RENT,1,3,1,0,1,TO_FILL
29219,NO_CHECKING,1020,PRIOR_PAYMENTS_DELAYED,FURNITURE,2196,840.82,9,3,M,NONE,4,SAVINGS_INSURANCE,27,NONE,OWN,1,3,1,0,1,TO_FILL
245366,NO_CHECKING,837,PRIOR_PAYMENTS_DELAYED,CAR_USED,1938,377.1,2,3,M,NONE,4,SAVINGS_INSURANCE,40,NONE,OWN,2,2,1,0,1,TO_FILL
578295,NO_CHECKING,810,PRIOR_PAYMENTS_DELAYED,EDUCATION,6035,UNKNOWN,9,4,F,NONE,4,CAR_OTHER,45,NONE,OWN,2,3,1,0,1,TO_FILL
1165863,NO_CHECKING,780,PRIOR_PAYMENTS_DELAYED,APPLIANCES,5362,621.86,7,4,M,NONE,4,SAVINGS_INSURANCE,41,NONE,OWN,3,3,1,0,1,TO_FILL
204831,3411.54,899,OUTSTANDING_CREDIT,RADIO_TV,6198,912.94,4,4,F,GUARANTOR,5,CAR_OTHER,50,NONE,FREE,1,3,1,1,1,TO_FILL
987913,137.82,990,PRIOR_PAYMENTS_DELAYED,BUSINESS,4723,659.93,6,3,M,CO-APPLICANT,2,SAVINGS_INSURANCE,42,NONE,OWN,2,3,1,0,1,TO_FILL
1138617,75.04,744,CREDITS_PAID_TO_DATE,RETRAINING,5984,41.61,4,4,M,NONE,3,SAVINGS_INSURANCE,46,NONE,FREE,2,2,1,1,1,TO_FILL
710796,-81.61,124,ALL_CREDITS_PAID_BACK,CAR_NEW,250,67.08,0,1,M,NONE,1,REAL_ESTATE,19,STORES,RENT,1,3,1,0,1,TO_FILL
109261,NO_CHECKING,1178,OUTSTANDING_CREDIT,APPLIANCES,3176,9270.99,10,4,M,CO-APPLICANT,4,CAR_OTHER,70,NONE,OWN,2,3,1,1,1,TO_FILL
1285774,NO_CHECKING,1271,OUTSTANDING_CREDIT,EDUCATION,8089,4112.52,14,5,F,CO-APPLICANT,5,CAR_OTHER,45,NONE,FREE,3,2,2,1,1,TO_FILL
798668,NO_CHECKING,682,PRIOR_PAYMENTS_DELAYED,FURNITURE,3377,174.45,2,4,M,NONE,4,CAR_OTHER,38,STORES,OWN,1,1,1,0,1,TO_FILL
1066125,NO_CHECKING,620,CREDITS_PAID_TO_DATE,CAR_NEW,4046,481.25,8,3,F,CO-APPLICANT,4,SAVINGS_INSURANCE,56,NONE,FREE,2,3,1,1,1,TO_FILL
1041482,NO_CHECKING,750,PRIOR_PAYMENTS_DELAYED,APPLIANCES,4536,221.41,0,4,M,NONE,3,CAR_OTHER,40,NONE,OWN,2,2,1,0,1,TO_FILL
727788,NO_CHECKING,810,PRIOR_PAYMENTS_DELAYED,APPLIANCES,5206,311.31,6,4,M,NONE,5,SAVINGS_INSURANCE,38,NONE,OWN,1,3,1,0,1,TO_FILL
847373,13083.57,1050,PRIOR_PAYMENTS_DELAYED,BUSINESS,7798,231.01,5,4,M,NONE,2,CAR_OTHER,34,NONE,FREE,2,2,1,1,1,TO_FILL
1003663,119.73,124,NO_CREDITS,CAR_NEW,4981,11.74,0,3,F,NONE,2,CAR_OTHER,22,NONE,OWN,1,2,1,0,1,TO_FILL
850735,15543.03,600,CREDITS_PAID_TO_DATE,RETRAINING,4020,5908.3,0,3,M,NONE,3,CAR_OTHER,32,NONE,OWN,1,3,1,1,1,TO_FILL
688211,148.38,682,PRIOR_PAYMENTS_DELAYED,CAR_USED,426,455.04,0,3,M,NONE,1,SAVINGS_INSURANCE,37,BANK,RENT,1,1,1,0,1,TO_FILL
966681,96.69,450,PRIOR_PAYMENTS_DELAYED,RETRAINING,1186,61.71,1,3,M,NONE,2,REAL_ESTATE,19,NONE,OWN,1,3,1,1,1,TO_FILL
167286,0,868,CREDITS_PAID_TO_DATE,CAR_USED,2138,3.17,4,3,M,NONE,2,SAVINGS_INSURANCE,29,NONE,OWN,1,3,1,0,1,TO_FILL
137552,NO_CHECKING,930,OUTSTANDING_CREDIT,OTHER,6307,896.4,2,3,M,GUARANTOR,3,CAR_OTHER,46,NONE,FREE,1,3,1,1,1,TO_FILL
1217241,-82.72,150,PRIOR_PAYMENTS_DELAYED,CAR_NEW,2986,14.71,0,2,F,NONE,3,REAL_ESTATE,32,NONE,OWN,1,3,1,1,1,TO_FILL
902626,-912.89,124,PRIOR_PAYMENTS_DELAYED,VACATION,1268,83.46,5,3,F,NONE,2,REAL_ESTATE,23,NONE,OWN,1,2,1,0,1,TO_FILL
484609,-192.43,180,ALL_CREDITS_PAID_BACK,CAR_USED,250,35.42,0,1,F,NONE,2,SAVINGS_INSURANCE,19,STORES,RENT,1,3,1,0,1,TO_FILL
880058,-274.07,120,ALL_CREDITS_PAID_BACK,CAR_NEW,250,55.39,0,1,M,NONE,1,REAL_ESTATE,19,STORES,RENT,1,3,1,0,1,TO_FILL
104126,170.24,1054,PRIOR_PAYMENTS_DELAYED,RADIO_TV,6163,496.51,2,4,M,NONE,3,SAVINGS_INSURANCE,33,NONE,OWN,2,3,1,0,1,TO_FILL
422186,NO_CHECKING,480,CREDITS_PAID_TO_DATE,RADIO_TV,2522,117.61,3,3,M,NONE,4,SAVINGS_INSURANCE,35,NONE,RENT,1,2,2,0,1,TO_FILL
464076,NO_CHECKING,1020,PRIOR_PAYMENTS_DELAYED,APPLIANCES,6502,816.12,5,5,F,CO-APPLICANT,3,CAR_OTHER,54,NONE,OWN,1,3,1,0,1,TO_FILL
87099,-24.26,180,PRIOR_PAYMENTS_DELAYED,CAR_NEW,1918,46.96,0,2,M,NONE,1,CAR_OTHER,19,NONE,OWN,1,3,1,0,1,TO_FILL
965198,182.99,600,CREDITS_PAID_TO_DATE,CAR_NEW,1704,89.09,1,2,M,NONE,2,SAVINGS_INSURANCE,41,STORES,OWN,1,1,1,0,1,TO_FILL
808409,NO_CHECKING,1020,PRIOR_PAYMENTS_DELAYED,FURNITURE,7890,32424.23,5,5,M,CO-APPLICANT,5,UNKNOWN,50,NONE,FREE,2,2,1,1,0,TO_FILL
563387,159.9,420,CREDITS_PAID_TO_DATE,REPAIRS,2092,970.97,3,1,F,NONE,1,REAL_ESTATE,32,STORES,OWN,1,3,1,0,1,TO_FILL
1070100,-717.51,120,NO_CREDITS,CAR_USED,250,357.83,0,1,M,NONE,2,REAL_ESTATE,30,BANK,RENT,1,1,1,0,1,TO_FILL
