ID,PAYMENT_TERM,INSTALLMENT_PLANS,INSTALLMENT_PERCENT,LOAN_PURPOSE,LOAN_AMOUNT,OTHERS_ON_LOAN,ALLOW
461963,155.0,BANK,3.0,CAR_USED,691.0,NONE,1
547279,403.0,NONE,,CAR_NEW,250.0,NONE,1
745991,300.0,NONE,1.0,CAR_USED,250.0,NONE,1
885890,390.0,BANK,2.0,FURNITURE,3971.0,NONE,1
960167,744.0,NONE,3.0,CAR_USED,,NONE,1
481097,403.0,NONE,2.0,CAR_NEW,250.0,NONE,1
353993,420.0,STORES,2.0,CAR_USED,250.0,NONE,1
1243445,450.0,NONE,2.0,CAR_USED,1993.0,NONE,1
119102,420.0,NONE,3.0,CAR_NEW,1711.0,NONE,1
612133,750.0,NONE,3.0,RETRAINING,3139.0,NONE,1
578853,806.0,NONE,3.0,RADIO_TV,6346.0,NONE,0
765801,310.0,NONE,3.0,VACATION,362.0,NONE,1
1166338,390.0,NONE,2.0,CAR_USED,430.0,NONE,1
1268971,360.0,NONE,2.0,FURNITURE,1046.0,NONE,1
838841,930.0,STORES,3.0,APPLIANCES,2773.0,NONE,1
1317427,775.0,NONE,3.0,CAR_NEW,2021.0,NONE,1
140010,360.0,STORES,4.0,CAR_NEW,7593.0,NONE,1
597209,810.0,NONE,3.0,EDUCATION,3512.0,NONE,1
949357,420.0,NONE,2.0,FURNITURE,1786.0,NONE,1
1050374,620.0,BANK,3.0,CAR_NEW,2419.0,NONE,1
1086475,150.0,BANK,2.0,FURNITURE,1285.0,NONE,0
416989,720.0,NONE,3.0,CAR_USED,3496.0,NONE,1
747297,372.0,STORES,1.0,FURNITURE,1329.0,NONE,0
329227,810.0,NONE,3.0,RADIO_TV,2422.0,NONE,0
348225,806.0,NONE,4.0,APPLIANCES,4486.0,NONE,0
948765,1200.0,NONE,5.0,OTHER,6638.0,GUARANTOR,0
1230333,840.0,NONE,4.0,VACATION,7726.0,NONE,1
1227099,120.0,NONE,1.0,CAR_NEW,250.0,NONE,1
173936,690.0,BANK,4.0,RADIO_TV,5847.0,NONE,0
558362,630.0,STORES,3.0,RADIO_TV,2085.0,NONE,1
319162,420.0,NONE,3.0,,3148.0,NONE,1
1228952,620.0,NONE,3.0,FURNITURE,1849.0,CO-APPLICANT,1
697360,589.0,STORES,2.0,RADIO_TV,1317.0,NONE,1
926817,682.0,STORES,2.0,CAR_NEW,1552.0,NONE,1
865663,465.0,BANK,1.0,RADIO_TV,968.0,NONE,1
433258,510.0,NONE,3.0,FURNITURE,1557.0,NONE,1
404112,155.0,NONE,2.0,CAR_USED,1509.0,NONE,1
1263791,330.0,NONE,3.0,RETRAINING,4246.0,NONE,0
1107114,180.0,NONE,3.0,CAR_USED,3279.0,NONE,1
1265853,1080.0,NONE,4.0,APPLIANCES,6604.0,CO-APPLICANT,0
1001641,900.0,NONE,2.0,CAR_USED,3511.0,NONE,1
492789,527.0,STORES,1.0,VACATION,479.0,NONE,1
872123,900.0,NONE,2.0,APPLIANCES,3803.0,NONE,0
1049251,465.0,NONE,3.0,RETRAINING,8474.0,NONE,0
65588,837.0,NONE,3.0,APPLIANCES,4164.0,NONE,1
824149,558.0,STORES,3.0,RADIO_TV,250.0,CO-APPLICANT,0
1127712,870.0,NONE,4.0,RADIO_TV,6623.0,NONE,0
559511,660.0,STORES,4.0,RADIO_TV,3995.0,NONE,1
1159383,540.0,NONE,3.0,CAR_NEW,5351.0,NONE,1
506030,682.0,NONE,2.0,CAR_NEW,4129.0,NONE,0
320589,1209.0,NONE,4.0,FURNITURE,7177.0,CO-APPLICANT,0
1298380,1110.0,STORES,3.0,RADIO_TV,4967.0,NONE,0
199108,124.0,NONE,2.0,VACATION,2685.0,CO-APPLICANT,1
104095,1020.0,NONE,5.0,FURNITURE,5424.0,CO-APPLICANT,0
1080406,870.0,NONE,3.0,CAR_USED,5011.0,NONE,1
70016,330.0,BANK,1.0,CAR_NEW,250.0,NONE,1
672879,1085.0,NONE,4.0,OTHER,3482.0,NONE,0
903979,1020.0,NONE,3.0,RADIO_TV,5157.0,NONE,0
913517,1271.0,NONE,4.0,REPAIRS,9528.0,CO-APPLICANT,0
671432,840.0,NONE,3.0,RADIO_TV,2984.0,NONE,1
534646,840.0,NONE,3.0,APPLIANCES,3105.0,NONE,1
175234,450.0,NONE,2.0,CAR_NEW,466.0,NONE,1
869488,240.0,NONE,3.0,CAR_USED,3357.0,NONE,1
1257716,990.0,STORES,4.0,APPLIANCES,6222.0,NONE,1
424294,651.0,BANK,,RADIO_TV,5852.0,CO-APPLICANT,0
744975,992.0,NONE,4.0,CAR_USED,4756.0,NONE,1
1201641,1333.0,NONE,5.0,FURNITURE,7047.0,CO-APPLICANT,0
773647,120.0,BANK,2.0,CAR_NEW,982.0,NONE,1
724491,837.0,NONE,3.0,RADIO_TV,4505.0,NONE,1
545639,720.0,NONE,3.0,RADIO_TV,2009.0,NONE,1
684247,434.0,BANK,2.0,CAR_NEW,754.0,NONE,1
302332,124.0,NONE,2.0,CAR_USED,906.0,NONE,1
749757,630.0,NONE,4.0,RADIO_TV,4264.0,GUARANTOR,0
137921,1023.0,NONE,5.0,FURNITURE,7086.0,CO-APPLICANT,0
78374,810.0,NONE,5.0,APPLIANCES,6932.0,NONE,0
710765,806.0,NONE,5.0,VACATION,7203.0,CO-APPLICANT,0
820454,403.0,NONE,3.0,FURNITURE,3459.0,NONE,1
802320,240.0,STORES,3.0,CAR_USED,5304.0,NONE,0
178235,240.0,NONE,2.0,FURNITURE,2607.0,NONE,0
1226123,120.0,NONE,1.0,CAR_NEW,250.0,NONE,1
534891,124.0,NONE,2.0,CAR_NEW,951.0,NONE,1
1125245,1271.0,NONE,5.0,REPAIRS,7779.0,CO-APPLICANT,0
375465,589.0,NONE,2.0,APPLIANCES,748.0,NONE,1
503122,330.0,STORES,4.0,APPLIANCES,4652.0,NONE,0
4560,120.0,NONE,2.0,CAR_NEW,250.0,NONE,1
407585,240.0,NONE,2.0,CAR_NEW,2099.0,NONE,1
809255,1860.0,STORES,5.0,OTHER,7523.0,CO-APPLICANT,0
266867,480.0,NONE,1.0,APPLIANCES,1443.0,NONE,0
536879,651.0,STORES,2.0,CAR_NEW,317.0,NONE,1
6399,450.0,STORES,2.0,VACATION,250.0,NONE,1
879039,899.0,NONE,5.0,APPLIANCES,7437.0,NONE,0
1168441,570.0,BANK,3.0,FURNITURE,1459.0,NONE,1
1152228,870.0,NONE,2.0,FURNITURE,4897.0,NONE,0
1259260,480.0,NONE,2.0,VACATION,2859.0,NONE,1
991571,403.0,STORES,1.0,FURNITURE,250.0,NONE,1
487859,465.0,BANK,4.0,VACATION,3714.0,NONE,1
404191,806.0,STORES,6.0,BUSINESS,9574.0,CO-APPLICANT,1
46587,1110.0,NONE,5.0,OTHER,5843.0,NONE,0
770995,1023.0,NONE,4.0,VACATION,7651.0,CO-APPLICANT,0
642501,806.0,NONE,3.0,RADIO_TV,2733.0,NONE,1
455077,651.0,BANK,2.0,FURNITURE,514.0,NONE,0
95944,630.0,NONE,2.0,FURNITURE,2960.0,NONE,0
316933,1410.0,NONE,3.0,REPAIRS,4952.0,NONE,1
1267472,930.0,NONE,4.0,REPAIRS,5942.0,NONE,0
473208,837.0,NONE,4.0,RADIO_TV,6083.0,CO-APPLICANT,0
230917,930.0,BANK,4.0,APPLIANCES,7420.0,NONE,1
254034,775.0,NONE,4.0,RETRAINING,3394.0,NONE,1
51222,480.0,NONE,3.0,CAR_NEW,1149.0,NONE,0
31953,465.0,NONE,4.0,RETRAINING,4014.0,CO-APPLICANT,0
956274,1140.0,NONE,4.0,REPAIRS,5703.0,NONE,0
1119000,1023.0,STORES,5.0,APPLIANCES,7433.0,CO-APPLICANT,0
520724,558.0,NONE,3.0,FURNITURE,3965.0,NONE,1
802826,390.0,NONE,2.0,RADIO_TV,2191.0,NONE,1
87391,124.0,NONE,1.0,CAR_NEW,250.0,NONE,1
1249912,270.0,STORES,1.0,FURNITURE,2194.0,NONE,0
134791,1054.0,BANK,2.0,RADIO_TV,5417.0,NONE,1
305603,682.0,BANK,3.0,CAR_NEW,,NONE,0
1099791,600.0,BANK,4.0,RADIO_TV,3917.0,NONE,0
393925,810.0,NONE,3.0,FURNITURE,2405.0,NONE,1
347148,390.0,NONE,2.0,CAR_NEW,250.0,NONE,1
702064,300.0,NONE,2.0,CAR_NEW,1315.0,NONE,1
905106,360.0,BANK,2.0,CAR_USED,250.0,NONE,1
1118357,930.0,NONE,3.0,CAR_USED,6654.0,CO-APPLICANT,0
1094135,527.0,STORES,2.0,CAR_USED,5772.0,NONE,0
1139797,600.0,STORES,2.0,RADIO_TV,3137.0,NONE,1
237302,390.0,NONE,2.0,CAR_NEW,250.0,NONE,1
699340,1140.0,BANK,4.0,OTHER,6481.0,NONE,0
304080,155.0,STORES,2.0,CAR_USED,250.0,NONE,1
1108305,434.0,STORES,2.0,CAR_USED,974.0,NONE,1
608431,1178.0,STORES,4.0,RADIO_TV,3070.0,NONE,1
756447,120.0,NONE,2.0,FURNITURE,400.0,NONE,1
596544,806.0,NONE,3.0,RETRAINING,3994.0,NONE,1
1235517,480.0,STORES,1.0,FURNITURE,1130.0,NONE,1
415710,1333.0,NONE,4.0,FURNITURE,5267.0,NONE,0
219962,810.0,STORES,2.0,FURNITURE,361.0,NONE,1
831096,450.0,NONE,3.0,RETRAINING,2609.0,NONE,1
814399,279.0,STORES,4.0,CAR_USED,5149.0,NONE,1
419784,840.0,BANK,4.0,BUSINESS,3589.0,NONE,1
994001,310.0,NONE,3.0,FURNITURE,1112.0,NONE,1
653167,1178.0,NONE,4.0,REPAIRS,8489.0,GUARANTOR,0
207250,620.0,NONE,4.0,RETRAINING,3282.0,NONE,1
426131,837.0,STORES,5.0,FURNITURE,7261.0,GUARANTOR,0
110135,961.0,NONE,4.0,RADIO_TV,6568.0,NONE,1
232779,589.0,STORES,2.0,FURNITURE,250.0,NONE,1
900764,558.0,NONE,3.0,CAR_NEW,609.0,NONE,1
187839,660.0,NONE,3.0,CAR_USED,3275.0,NONE,0
462431,570.0,NONE,3.0,RADIO_TV,1371.0,NONE,1
613211,868.0,NONE,3.0,CAR_USED,4258.0,NONE,1
833956,450.0,NONE,4.0,FURNITURE,3976.0,NONE,1
792456,300.0,NONE,2.0,CAR_USED,1401.0,NONE,1
830170,600.0,NONE,3.0,CAR_USED,3333.0,NONE,1
513032,1054.0,STORES,5.0,OTHER,5790.0,NONE,1
69340,248.0,BANK,1.0,CAR_USED,250.0,NONE,1
673737,870.0,NONE,3.0,CAR_USED,6020.0,NONE,1
213440,558.0,NONE,3.0,RETRAINING,3270.0,NONE,1
974943,690.0,STORES,3.0,REPAIRS,4401.0,CO-APPLICANT,1
464997,434.0,NONE,3.0,FURNITURE,2476.0,NONE,1
1142535,420.0,NONE,1.0,CAR_NEW,1881.0,NONE,1
708167,1426.0,STORES,4.0,FURNITURE,2546.0,GUARANTOR,0
305324,124.0,NONE,1.0,CAR_NEW,250.0,NONE,1
498961,900.0,NONE,3.0,REPAIRS,3315.0,NONE,1
76879,124.0,NONE,2.0,CAR_NEW,250.0,NONE,1
322268,806.0,NONE,3.0,RETRAINING,5217.0,NONE,1
91539,210.0,NONE,1.0,CAR_USED,779.0,NONE,1
540253,1023.0,NONE,4.0,FURNITURE,5831.0,NONE,1
263646,990.0,NONE,5.0,OTHER,7634.0,GUARANTOR,0
390051,961.0,STORES,3.0,FURNITURE,2481.0,CO-APPLICANT,1
981285,992.0,NONE,4.0,FURNITURE,4688.0,NONE,1
95482,570.0,NONE,2.0,RETRAINING,5242.0,NONE,1
807224,300.0,NONE,3.0,FURNITURE,3772.0,NONE,1
355357,810.0,NONE,3.0,CAR_NEW,1634.0,NONE,1
174349,1110.0,NONE,4.0,APPLIANCES,6255.0,NONE,1
363733,651.0,NONE,3.0,EDUCATION,3165.0,NONE,0
576896,310.0,STORES,3.0,FURNITURE,2014.0,CO-APPLICANT,1
853593,510.0,NONE,3.0,RETRAINING,1631.0,NONE,1
1224128,480.0,STORES,1.0,CAR_USED,1247.0,NONE,1
660306,690.0,NONE,2.0,CAR_USED,4087.0,NONE,1
704233,450.0,NONE,4.0,REPAIRS,5345.0,NONE,0
67534,420.0,NONE,2.0,CAR_USED,1543.0,NONE,1
416643,248.0,NONE,1.0,FURNITURE,3147.0,NONE,1
460747,1271.0,NONE,,REPAIRS,7347.0,CO-APPLICANT,0
62218,1023.0,NONE,3.0,FURNITURE,1231.0,NONE,1
154528,899.0,NONE,4.0,FURNITURE,4061.0,CO-APPLICANT,0
498862,600.0,NONE,3.0,CAR_USED,1412.0,CO-APPLICANT,1
327880,120.0,,3.0,CAR_USED,559.0,NONE,1
78910,992.0,NONE,3.0,VACATION,6483.0,NONE,0
734936,806.0,NONE,4.0,FURNITURE,6278.0,NONE,1
849140,310.0,BANK,1.0,CAR_NEW,343.0,NONE,1
1130105,651.0,NONE,3.0,FURNITURE,6116.0,NONE,0
10894,589.0,NONE,1.0,CAR_USED,1897.0,NONE,1
1119807,210.0,STORES,1.0,CAR_NEW,250.0,NONE,1
1281096,899.0,NONE,4.0,RADIO_TV,5040.0,NONE,1
293339,1140.0,NONE,5.0,RADIO_TV,5223.0,CO-APPLICANT,0
1026067,1140.0,STORES,5.0,RADIO_TV,6971.0,CO-APPLICANT,0
1220513,434.0,STORES,1.0,CAR_NEW,250.0,NONE,1
470591,570.0,NONE,1.0,FURNITURE,1959.0,NONE,0
1097829,434.0,NONE,2.0,FURNITURE,3472.0,NONE,0
1170532,270.0,NONE,2.0,FURNITURE,250.0,NONE,1
90840,510.0,NONE,2.0,RADIO_TV,2164.0,NONE,1
480137,279.0,STORES,2.0,FURNITURE,1021.0,NONE,1
976741,120.0,NONE,2.0,CAR_NEW,3200.0,NONE,1
938798,775.0,NONE,4.0,CAR_USED,5426.0,NONE,1
454478,248.0,NONE,3.0,CAR_NEW,2873.0,NONE,0
1188519,930.0,NONE,4.0,CAR_USED,5649.0,NONE,1
304564,527.0,NONE,3.0,RADIO_TV,1492.0,NONE,1
652795,480.0,NONE,3.0,CAR_NEW,3009.0,NONE,0
1214095,270.0,NONE,3.0,APPLIANCES,1249.0,NONE,1
941061,124.0,NONE,2.0,CAR_USED,1495.0,NONE,1
1094160,900.0,NONE,3.0,BUSINESS,4040.0,CO-APPLICANT,1
72957,750.0,NONE,3.0,RADIO_TV,1668.0,NONE,0
833660,124.0,NONE,2.0,,250.0,,1
239292,1050.0,NONE,4.0,VACATION,5059.0,NONE,1
969280,713.0,NONE,3.0,RADIO_TV,2775.0,CO-APPLICANT,1
41805,341.0,BANK,1.0,FURNITURE,2016.0,NONE,1
956739,775.0,NONE,4.0,FURNITURE,3716.0,NONE,1
1200495,540.0,NONE,4.0,FURNITURE,4504.0,NONE,1
1272685,496.0,NONE,4.0,CAR_USED,1946.0,NONE,0
43374,600.0,STORES,4.0,CAR_USED,6201.0,GUARANTOR,1
1316497,960.0,STORES,4.0,CAR_USED,3706.0,NONE,1
779691,120.0,NONE,2.0,CAR_USED,250.0,NONE,1
930499,1271.0,NONE,3.0,FURNITURE,1025.0,NONE,1
1027892,660.0,NONE,3.0,CAR_USED,5517.0,NONE,1
944517,837.0,NONE,4.0,FURNITURE,4295.0,GUARANTOR,1
927015,120.0,STORES,1.0,CAR_NEW,250.0,NONE,1
1044220,775.0,NONE,3.0,FURNITURE,2167.0,NONE,0
825627,806.0,NONE,3.0,CAR_USED,7276.0,NONE,0
639090,870.0,NONE,2.0,CAR_USED,1661.0,NONE,0
262648,465.0,STORES,2.0,FURNITURE,5043.0,NONE,0
707863,341.0,STORES,2.0,FURNITURE,250.0,NONE,1
919142,180.0,NONE,2.0,RADIO_TV,297.0,NONE,1
765261,120.0,NONE,3.0,FURNITURE,2571.0,NONE,1
486688,1116.0,NONE,4.0,OTHER,5759.0,NONE,1
933127,960.0,STORES,4.0,BUSINESS,4766.0,NONE,1
1074473,124.0,NONE,1.0,CAR_NEW,788.0,NONE,1
354374,961.0,NONE,4.0,REPAIRS,9942.0,CO-APPLICANT,0
456347,720.0,NONE,2.0,CAR_USED,4629.0,NONE,0
1204914,744.0,BANK,3.0,EDUCATION,4427.0,NONE,0
676316,1020.0,STORES,4.0,FURNITURE,8074.0,CO-APPLICANT,0
1154877,248.0,NONE,4.0,FURNITURE,6365.0,NONE,0
1258692,720.0,NONE,3.0,FURNITURE,5929.0,NONE,1
79768,341.0,NONE,2.0,FURNITURE,850.0,NONE,1
926053,806.0,NONE,4.0,VACATION,6184.0,NONE,0
553577,1116.0,NONE,5.0,APPLIANCES,6440.0,CO-APPLICANT,0
866808,527.0,NONE,2.0,CAR_NEW,290.0,NONE,0
954534,1230.0,NONE,5.0,OTHER,7800.0,CO-APPLICANT,0
1002733,1054.0,NONE,3.0,CAR_USED,5841.0,NONE,0
864242,750.0,NONE,3.0,APPLIANCES,4519.0,NONE,1
343595,930.0,NONE,2.0,RADIO_TV,2777.0,NONE,1
1306707,810.0,NONE,4.0,VACATION,6851.0,NONE,1
855877,1147.0,BANK,4.0,REPAIRS,4959.0,NONE,1
1144408,496.0,STORES,2.0,REPAIRS,907.0,CO-APPLICANT,0
603813,434.0,NONE,2.0,VACATION,3025.0,NONE,1
202992,434.0,STORES,3.0,FURNITURE,6349.0,NONE,1
454653,744.0,NONE,4.0,FURNITURE,5859.0,NONE,1
1260153,720.0,NONE,3.0,CAR_USED,6100.0,NONE,1
1312624,120.0,NONE,1.0,CAR_NEW,250.0,NONE,1
113318,620.0,BANK,2.0,FURNITURE,3801.0,NONE,1
828055,837.0,NONE,2.0,CAR_USED,4541.0,NONE,0
864176,217.0,STORES,2.0,FURNITURE,2574.0,NONE,0
326872,1620.0,NONE,5.0,OTHER,7465.0,CO-APPLICANT,1
49137,1050.0,NONE,4.0,FURNITURE,5222.0,GUARANTOR,1
431149,120.0,STORES,1.0,CAR_NEW,250.0,NONE,1
176776,1240.0,NONE,4.0,REPAIRS,7712.0,GUARANTOR,0
656693,450.0,NONE,4.0,RADIO_TV,3605.0,NONE,1
237742,837.0,NONE,4.0,CAR_NEW,4972.0,NONE,1
249611,120.0,BANK,1.0,EDUCATION,250.0,NONE,1
1134327,480.0,NONE,2.0,RETRAINING,3729.0,NONE,0
646060,310.0,STORES,2.0,RADIO_TV,650.0,NONE,1
1302874,651.0,NONE,3.0,APPLIANCES,3655.0,NONE,1
346130,240.0,NONE,4.0,FURNITURE,5368.0,NONE,0
974781,120.0,NONE,1.0,FURNITURE,896.0,,1
1123455,868.0,STORES,2.0,BUSINESS,299.0,NONE,1
120420,1110.0,STORES,4.0,APPLIANCES,5661.0,NONE,1
342316,450.0,NONE,2.0,CAR_NEW,2949.0,NONE,1
678808,155.0,NONE,2.0,CAR_USED,477.0,NONE,1
538212,1054.0,NONE,3.0,BUSINESS,6062.0,NONE,0
995110,810.0,NONE,4.0,APPLIANCES,8268.0,CO-APPLICANT,0
1030912,1020.0,STORES,4.0,FURNITURE,5060.0,CO-APPLICANT,1
443092,720.0,NONE,2.0,RETRAINING,1982.0,NONE,1
685421,570.0,NONE,2.0,APPLIANCES,1623.0,NONE,0
273798,870.0,NONE,3.0,REPAIRS,7715.0,CO-APPLICANT,0
56102,1440.0,NONE,5.0,OTHER,7083.0,CO-APPLICANT,0
1137575,390.0,NONE,3.0,RADIO_TV,2383.0,NONE,1
800581,450.0,NONE,3.0,EDUCATION,1921.0,CO-APPLICANT,1
147612,720.0,STORES,3.0,RADIO_TV,1569.0,NONE,1
410096,120.0,NONE,2.0,CAR_NEW,1216.0,NONE,1
647528,240.0,STORES,2.0,CAR_NEW,250.0,NONE,1
839762,630.0,NONE,4.0,CAR_USED,2290.0,NONE,0
662766,341.0,NONE,2.0,CAR_NEW,2083.0,NONE,1
1267003,390.0,STORES,2.0,FURNITURE,250.0,NONE,1
1187258,180.0,BANK,2.0,CAR_NEW,250.0,NONE,1
301563,120.0,NONE,1.0,CAR_NEW,250.0,NONE,1
684391,1054.0,STORES,4.0,FURNITURE,5056.0,NONE,1
752019,248.0,BANK,2.0,CAR_NEW,3793.0,CO-APPLICANT,1
343405,899.0,NONE,4.0,EDUCATION,6295.0,NONE,1
179963,120.0,NONE,2.0,CAR_NEW,1395.0,NONE,1
1080403,840.0,NONE,2.0,CAR_USED,250.0,NONE,1
323936,372.0,STORES,1.0,FURNITURE,250.0,NONE,1
641211,124.0,NONE,1.0,CAR_NEW,250.0,NONE,1
1254300,120.0,NONE,2.0,CAR_NEW,250.0,NONE,1
677936,527.0,NONE,2.0,RADIO_TV,1807.0,NONE,1
920640,744.0,NONE,3.0,CAR_USED,1637.0,NONE,1
835144,682.0,NONE,4.0,APPLIANCES,3621.0,NONE,0
983406,540.0,NONE,3.0,CAR_USED,424.0,NONE,1
628685,240.0,NONE,2.0,CAR_NEW,370.0,NONE,1
954890,434.0,NONE,3.0,CAR_NEW,4563.0,NONE,0
891563,480.0,NONE,3.0,APPLIANCES,3676.0,NONE,0
472827,1200.0,NONE,5.0,REPAIRS,9175.0,CO-APPLICANT,0
697918,1364.0,NONE,4.0,RADIO_TV,5037.0,CO-APPLICANT,0
502611,744.0,NONE,5.0,RADIO_TV,8184.0,CO-APPLICANT,0
925765,900.0,NONE,3.0,FURNITURE,250.0,NONE,0
1092153,210.0,BANK,2.0,CAR_NEW,1732.0,NONE,1
314202,570.0,NONE,3.0,VACATION,3268.0,NONE,1
379872,810.0,STORES,2.0,FURNITURE,3170.0,NONE,0
166011,1085.0,NONE,3.0,EDUCATION,3615.0,NONE,0
218940,1170.0,NONE,4.0,FURNITURE,6162.0,CO-APPLICANT,0
49568,420.0,STORES,1.0,CAR_USED,250.0,NONE,1
604835,1200.0,NONE,5.0,REPAIRS,5624.0,CO-APPLICANT,0
805781,810.0,NONE,3.0,RADIO_TV,3181.0,NONE,0
649538,310.0,BANK,2.0,CAR_USED,2323.0,NONE,1
962776,210.0,BANK,1.0,CAR_NEW,250.0,NONE,1
795952,837.0,NONE,2.0,FURNITURE,1634.0,NONE,1
392919,651.0,STORES,2.0,CAR_NEW,1092.0,NONE,1
1015881,248.0,NONE,3.0,FURNITURE,2842.0,NONE,1
189079,480.0,NONE,2.0,FURNITURE,1954.0,NONE,0
532245,390.0,NONE,2.0,CAR_USED,250.0,NONE,1
360516,960.0,NONE,4.0,FURNITURE,6049.0,NONE,1
472968,279.0,STORES,1.0,CAR_NEW,250.0,NONE,1
198753,248.0,NONE,2.0,EDUCATION,2528.0,NONE,1
663319,1085.0,NONE,4.0,FURNITURE,2123.0,NONE,1
48643,1050.0,STORES,5.0,APPLIANCES,6996.0,CO-APPLICANT,0
176547,899.0,STORES,3.0,APPLIANCES,4190.0,NONE,0
118959,775.0,STORES,4.0,RADIO_TV,4101.0,NONE,1
519549,420.0,STORES,2.0,RETRAINING,2826.0,CO-APPLICANT,1
110951,720.0,STORES,2.0,CAR_USED,1380.0,NONE,1
335193,510.0,NONE,1.0,CAR_USED,1717.0,NONE,1
1054082,300.0,NONE,2.0,CAR_USED,927.0,NONE,1
363551,870.0,NONE,4.0,CAR_USED,4478.0,NONE,1
681834,775.0,BANK,3.0,FURNITURE,3468.0,NONE,1
118102,900.0,NONE,4.0,APPLIANCES,8256.0,CO-APPLICANT,0
481500,589.0,NONE,4.0,RADIO_TV,5351.0,NONE,0
560460,120.0,NONE,2.0,CAR_USED,250.0,NONE,1
624588,720.0,NONE,4.0,APPLIANCES,6531.0,GUARANTOR,0
814828,651.0,STORES,2.0,CAR_USED,2398.0,NONE,1
162781,960.0,NONE,4.0,FURNITURE,3074.0,NONE,1
159255,899.0,NONE,4.0,APPLIANCES,6809.0,NONE,0
1120225,341.0,STORES,1.0,CAR_NEW,250.0,NONE,1
440411,124.0,NONE,2.0,EDUCATION,426.0,NONE,1
81871,651.0,NONE,3.0,CAR_USED,3170.0,NONE,0
647022,868.0,NONE,5.0,BUSINESS,4776.0,NONE,0
172073,420.0,NONE,3.0,,2538.0,NONE,1
129812,1023.0,NONE,4.0,FURNITURE,7227.0,CO-APPLICANT,0
1246168,120.0,NONE,2.0,CAR_NEW,250.0,NONE,1
673923,217.0,STORES,2.0,CAR_NEW,250.0,CO-APPLICANT,1
433828,420.0,NONE,3.0,RADIO_TV,4067.0,NONE,1
153947,124.0,NONE,2.0,CAR_NEW,250.0,NONE,1
315682,510.0,NONE,2.0,RADIO_TV,2533.0,NONE,1
779273,1320.0,NONE,4.0,RETRAINING,7422.0,NONE,0
255081,992.0,BANK,4.0,RADIO_TV,2593.0,NONE,1
254568,1302.0,STORES,5.0,APPLIANCES,7023.0,CO-APPLICANT,0
656119,960.0,NONE,3.0,OTHER,4800.0,NONE,1
107930,1147.0,NONE,4.0,APPLIANCES,4989.0,NONE,1
1054779,1050.0,NONE,5.0,RADIO_TV,5572.0,NONE,1
797728,310.0,NONE,2.0,CAR_USED,435.0,NONE,1
1190477,480.0,STORES,3.0,CAR_NEW,1659.0,NONE,1
886413,300.0,STORES,3.0,REPAIRS,1249.0,CO-APPLICANT,1
1011251,496.0,NONE,4.0,CAR_USED,7282.0,NONE,1
471464,360.0,NONE,2.0,VACATION,2202.0,NONE,1
595983,434.0,NONE,3.0,FURNITURE,711.0,NONE,1
485109,899.0,STORES,2.0,RADIO_TV,250.0,NONE,1
751242,744.0,NONE,2.0,RADIO_TV,1917.0,NONE,1
90259,360.0,STORES,1.0,CAR_NEW,250.0,NONE,1
383129,682.0,NONE,4.0,FURNITURE,5465.0,NONE,0
44564,420.0,NONE,3.0,FURNITURE,1074.0,NONE,1
1088058,341.0,NONE,3.0,CAR_USED,1139.0,NONE,1
1183673,558.0,STORES,1.0,VACATION,1564.0,NONE,1
668557,837.0,BANK,3.0,CAR_USED,1823.0,NONE,1
1215587,372.0,NONE,2.0,,3389.0,NONE,1
568470,780.0,NONE,3.0,BUSINESS,6052.0,NONE,1
393317,496.0,NONE,4.0,CAR_USED,4036.0,NONE,1
512555,120.0,STORES,1.0,EDUCATION,604.0,NONE,1
528868,527.0,BANK,2.0,CAR_NEW,2154.0,NONE,0
204031,496.0,STORES,4.0,RETRAINING,1820.0,NONE,1
1079598,390.0,STORES,2.0,VACATION,1085.0,NONE,1
959271,124.0,STORES,1.0,CAR_NEW,250.0,NONE,1
48774,372.0,BANK,2.0,FURNITURE,250.0,NONE,1
624009,1200.0,NONE,5.0,REPAIRS,6591.0,GUARANTOR,0
1227165,780.0,NONE,5.0,FURNITURE,6084.0,NONE,0
745240,690.0,NONE,3.0,CAR_USED,6572.0,NONE,0
768563,124.0,STORES,1.0,CAR_NEW,632.0,CO-APPLICANT,1
190303,1085.0,NONE,4.0,APPLIANCES,5588.0,NONE,1
1301354,651.0,NONE,4.0,RADIO_TV,6013.0,NONE,1
936750,180.0,STORES,1.0,CAR_NEW,250.0,NONE,1
1070300,961.0,NONE,4.0,RADIO_TV,6156.0,CO-APPLICANT,0
1056528,124.0,BANK,2.0,EDUCATION,936.0,NONE,1
429287,1271.0,NONE,4.0,VACATION,5887.0,NONE,0
303743,330.0,STORES,2.0,CAR_NEW,1525.0,NONE,1
144514,390.0,STORES,2.0,CAR_NEW,937.0,NONE,1
722159,496.0,STORES,1.0,CAR_NEW,250.0,NONE,1
614593,240.0,NONE,1.0,APPLIANCES,2507.0,NONE,1
1037191,870.0,NONE,4.0,REPAIRS,7074.0,CO-APPLICANT,0
140807,837.0,NONE,3.0,APPLIANCES,6479.0,NONE,1
114026,900.0,NONE,4.0,BUSINESS,5193.0,NONE,0
845486,1116.0,NONE,4.0,APPLIANCES,3324.0,GUARANTOR,1
745656,690.0,NONE,2.0,RADIO_TV,2881.0,NONE,1
1099003,1178.0,NONE,5.0,OTHER,8607.0,NONE,1
